las reservas , ñongatupykuéra
de ,de
cartas ,kuatiakuéra
aparecen los nombres ,osẽ *  rérakuéra
de ,de
de ,de
de ,de
la familia , ñemoñanga
de ,de
y ,ha
medios ,mbytere
de la lucha , ñorairõ _gua
considera ,considera
imposible ,katu'ỹva
condiciones ,condiciones
de ,de
cabo ,apy
y ,ha
de ,de
carecen ,carecen
de ,de
infraestructura ,infraestructura
para ,opyta *
tanto ,tanto
de ,de
frente ,syva
a el riesgo , kyhyjerã _me
efectivas ,efectivas
secuestros ,secuestros
en diferentes puntos ,diferentes puntos _pe
han ,oĩ *
afectado ,afectado
apellidos ,terajoapykuéra
ilustres ,jekuaapyre
los ,los
cabe ,oike *
y ,ha
de ,de
el padre , pa'i
y ,ha
negativa ,negativa
de ,de
comienzos ,ñepyrũnguéra
de ,de
los ,los
en aquella época ,aipo ára _pe
de los bancos , apykakuéra _gua
más ,más
importantes ,importantes
de ,de
recibieron ,oroguahẽkuri *
cartas ,kuatiakuéra
conminatorias ,conminatorias
para ,opyta *
pero ,jepéramo
no ,no
a las personas , avakuéra _pe
sino ,sino
como ,añemboapyte *
la rotunda negativa , ñembotove rotunda
saldó con una ofensiva etarra ,saldó una ofensiva etarra _ndi
contra ,contra
oficinas ,oficinas
delegaciones ,delegaciones
y ,ha
sucursales ,sucursales
y ,ha
de ,de
acoso ,acoso
finalizó ,ojapopakuri *
de ,de
tenía ,oguerekomi *
la ,la
bilbaína ,bilbaína
y ,ha
produjo ,omoheñóikuri *
muertos ,te'õnguekuéra
y ,ha
numerosos ,numerosos
heridos ,heridos
de ,de
indignación ,indignación
culminó con una gran manifestación ,culminó una manifestación gran _ndi
por la paz , pytu'u rupi
en la lucha contra , ñombohovái contra _pe
estiman ,omboaje *
de ,de
cartas ,kuatiakuéra
comienzos ,ypykuéra
mes ,jasy
de ,de
mayo ,mayo
y ,ha
más ,más
económico ,económico
trataría ,trataría
de ,de
y ,ha
el terror , kyhyje
y ,ha
la atención , japysaka
achacan ,achacan
la responsabilidad , arigua
estos medios opinan ,ko'ã apyterekuéra opinan
la irrupción , jejasuru
de ,de
cara ,cara
a el verano , mbyry'ái _pe
de ,de
jóvenes ,kyrỹi
de ,de
y ,ha
sabotajes ,sabotajes
tendrán una justificación ,oguerekot * una justificación
para ,ojoko *
cabo ,yvyakua
en este sentido ,ko andu _pe
estos grupos ,ko'ã atykuéra
de ,de
acción ,tembiapo
responsable ,responsable
de ,de
han ,oĩ *
entidades ,entidades
bancarias ,bancarias
empresas ,empresas
capital ,capital
francés ,francés
y ,ha
sucursales ,sucursales
y ,ha
bienes ,bienes
de ,de
la ,la
de ,de
económica ,económica
y ,ha
sustenta ,sustenta
añaden ciertas dosis ,ombojuaju * ciertas dosis
de ,de
credibilidad ,credibilidad
a las misivas enviadas , temimondokuéra misivas _pe
y ,ha
fuentes ,ykuakuéra
policiales ,policiales
pueden ,opojái *
o ,térã
atentado ,atentado
contra ,contra
de ,de
los ,los
tono ,tono
no ,no
asemeja ,asemeja
de las cartas , kuatiakuéra _gui
enviadas ,tembijokuáikuéra
de ,de
consideraciones ,consideraciones
políticas ,políticas
han ,oĩ *
miembros ,miembros
de la lucha antiterrorista , ñombohovái antiterrorista _gui
ciertas ,añete
el propio presidente , mburuvicha tee
de ,de
cuestiona la veracidad de las cartas ,cuestiona  tekoañete  kuatiakuéra _gua
son ,pu
auténticas ,añetegua
las cartas , kuatiakuéra
de ,de
extorsión ,extorsión
la ,la
ha ,oĩ *
ojo ,tesa
puede ,opojái *
y ,ha
puede ,okuaa *
no ,no
cómo ,cómo
ponen ,omoĩ *
contacto ,contacto
creo ,arovia *
hay ,oime *
de ,de
calma ,calma
dice ,ho'yta *
confusión ,javo'ói
por la publicación , porombokuaapy rehe
de la noticia , kuaapyrã _gui
de ,de
de ,de
y ,ha
han ,oime *
en las últimas semanas , arapokõindykuéra últimas _pe
portavoces ,portavoces
de el gobierno vasco , tekuái vasco _gui
niegan ,ombotove *
credibilidad ,credibilidad
a la existencia , tekove _pe
de ,de
cartas ,kuatiakuéra
de ,de
petición ,tembijerure
de ,de
impuesto ,impuesto
revolucionario ,revolucionario
nos ,nos
ha ,oĩ *
o ,térã
indican ,indican
de el gobierno vasco , tekuái vasco _gui
a la vez , jey _pe
de ,de
relación ,jokuaa
las ,las
empresarios ,empresarios
madrileños ,madrileños
ciudadanos ,tavagua
vascos ,vascos
las cartas , kuatiakuéra
residencia ,jeikoha
y ,ha
negocios ,ñemukuéra
contienen una terminología ,contienen una terminología
habitual ,tapiagua
en las comunicaciones , momarandukuéra _pe
parte ,pehẽngue
de ,de
la ,la
de las redes , kyhakuéra _gui
de ,de
la ,la
de ,de
supo ,supo
primeros ,primeros
de ,de
mayo de la existencia ,mayo  tekove _gua
de ,de
cartas ,kuatiakuéra
y ,ha
enviadas ,tembijokuáikuéra
altas ,yvuku
personalidades ,personalidades
y ,ha
directivos ,directivos
de ,de
más ,más
importantes ,importantes
de ,de
de ,de
informó ,ombohesape'akuri *
y ,ha
especificaron ,especificaron
diseño de esa campaña ,diseño upe okára _gui
de ,de
cartas ,kuatiakuéra
es ,oha'e *
absurdo ,absurdo
y ,ha
sugieren ,sugieren
chocante ,chocante
no ,no
parece ,ohi'ã *
lo ,lo
ha ,oĩ *
de las peticiones , tembijerurekuéra _gua
de ,de
en todo caso ,todo caso _pe
considera ,considera
imposible ,katu'ỹva
de ,de
condiciones ,condiciones
de ,de
nos ,nos
consta ,consta
tenemos ,jareko *
indicios ,techaukahakuéra
de ,de
haya ,haya
de ,de
cobro ,cobro
como ,añemboapyte *
los ,los
enero ,enero
de ,de
y ,ha
agosto de el año ,agosto  arajere _gua
pasado ,pasado
en esos medios policiales ,umi jerehakuéra policiales _pe
apunta la posibilidad ,apunta  ja
de ,de
en esta ocasión ,ko ja _pe
y ,ha
conexión ,conexión
no ,no
descarta ,ope'a *
de ,de
no cuenta ,ndopapai *
medios ,mbytere
para ,opyta *
el dinero , pirapire
lo ,lo
denomina ,ombohéra *
una maniobra ,una maniobra
de ,de
pura ,marã'ỹ
perturbación ,perturbación
de ,de
pretendería ,pretendería
de ,de
sigue ,omuña *
con la fuerza suficiente , mbarete suficiente _ndi
como ,ha'u *
para ,opyta *
incluyen en sus cartas ,omoinge * i_ kuatiakuéra _pe
a los medios policiales , ku'akuéra policiales _pe
cuesta ,mba'epu'ã
trabajo ,ñemba'apo
piensan ,oñanga'u *
más ,más
bien ,bien
de ,de
farol ,farol
de ,de
en el puesto , koty'i _pe
más ,más
conveniente ,conveniente
lo ,lo
sí ,sí
puedo ,apojái *
es ,oha'e *
como ,añemboapyte *
ha ,oĩ *
dicho ,ñe'enga
ha ,oime *
afirmado ,afirmado
tiempo ,ára
de ,de
la pasada , jehasa
semana ,arapokõindy
la ,la
comenzó ,oñepyrũkuri *
como ,añemboapyte *
aprendiz ,aprendiz
tenía ,oguerekomi *
años ,arajerekuéra
la vuelta está , mbojere oime *
para el día ,omombyta *  ára
de ,de
junio ,junio
de ,de
de ,de
mayo ,mayo
cinco ,cinco
días ,árakuéra
acta ,acta
de ,de
diputado ,diputado
como ,añemboapyte *
consecuencia ,tapykuegua
fuentes ,ykuakuéra
empresariales ,empresariales
en la calle , oka _pe
en el departamento comercial , teta'i comercial _pe
estuvo ,oikokuri *
y ,ha
intentarán ,oñepia'ãt *
sus conocimientos ,i_ kuaahakuéra
de el sector , pehẽngue _gua
y ,ha
y ,ha
lo ,lo
él dice ,ha'e ho'yta *
ha ,oĩ *
negado ,negado
regresa ,ojevy *
dijo ,ho'ytakuri *
estoy ,aime *
pendiente ,pendiente
pero ,jepéramo
ha ,oime *
saber ,pokuaa
es ,oha'e *
seguro ,seguro
su puesto ,i_ koty'i
de los llamados , tenóikuéra _gua
de ,de
de ,de
convenio ,oñoñe'ẽ
y ,ha
las ,las
pesetas ,pesetas
puede ,opojái *
de ,de
ventas ,ñemukuéra
y ,ha
las ,las
ha ,oime *
no renunciará a la pensión ,ndojepuru'ait *  mbohupa _pe
de ,de
pesetas ,pesetas
brutas ,brutas
mensuales ,mensuales
dos ,dos
años ,arajerekuéra
no ,no
otro cargo público ,otro cargo jekuaapyre
cumpliré la ley ,amboajet *  tembiapoukapy
si ,si
trabajo ,ñemba'apo
y ,ha
si ,si
como ,ha'u *
consecuencia ,tapykuegua
de las leyes , tembiapoukapykuéra _gui
tengo ,areko *
derecho ,karẽ'y
una remuneración ,una remuneración
yo soy ,che aha'e *
partidario ,partidario
de ,de
la ley , tembiapoukapy
de ,de
vez ,ha
de ,de
trabajó ,omba'apokuri *
como ,añemboapyte *
electricista ,electricista
fue ,ohokuri *
liberado ,liberado
dudas ,py'amokõinguéra
es ,oha'e *
imposible ,katu'ỹva
casa ,óga
y ,ha
mis hijas están ,che ta'ýrakuéra oime *
difícil ,difícil
de ,de
no ha ,noimei *
a el grupo , aty _pe
de ,de
amigos ,amigos
comparten ,comparten
de ,de
café ,café
las partidas , atykuéra
de ,de
mus ,mus
y ,ha
de ,de
toros ,toros
este año ha ,ko arajere oĩ *
vez ,jey
de ,de
conoce ,okuaa *
desde los años , arajerekuéra guive
estaban ,oikomi *
en aquel tiempo ,amo ára _pe
vivía ,oikomi *
y ,ha
una comuna ,una comuna
disolvió ,omboykukuri *
vivir ,vivir
a su familia ,h_# ogagua _pe
puerta ,okẽ
y ,ha
mantienen ,oreko *
hoy ,ko'ára
las casas , ógakuéra
de ,de
puerta ,okẽ
daba ,ome'ẽmi *
hecho ,jehupyre
la vuelta , jere
de ,de
fin ,paha
y ,ha
a el cabo , apýra _pe
ese principio ,ku ypy
de ,de
no ,no
lo ,lo
defendimos ,ropytyvõkuri *
y ,ha
lo ,lo
fue ,oha'ekuri *
bien ,bien
inteligente ,arandu
y ,ha
coherente ,coherente
convierte en la cueva ,ombova *  yvykua _pe
de ,de
el secretario , tembiguái
embargo ,embargo
es ,oha'e *
contundente ,contundente
la amistad no debe , ñoirũ no debe
ciegos ,ciegos
y ,ha
la responsabilidad , arigua
de ,de
está ,oime *
haber ,haber
todo ,todo
su mandato ,i_ tembiapoukapy
pasó el tiempo ,oakuãkuri *  ára
haciendo ,haciendo
lindezas ,lindezas
pasa la tormenta ,oiko *  aravai
ha ,oime *
a el tajo , kytĩ _me
los ,los
saben ,saben
no va ,ndohoi *
ser ,ser
de ,de
a el fondo , rugua _pe
de la mina , itakua _gua
miembro ,miembro
de ,de
empresa ,empresa
recuerda ,oñanga'u *
de ,de
formaba ,ojapomi *
de ,de
empresa ,empresa
quedaba ,opytami *
pequeña ,michĩ
dice ,ho'yta *
tenía ,oguerekomi *
carisma ,carisma
era el sustituto natural ,era  puruha natural
de ,de
pero ,jepéramo
las discrepancias acabaron con su unión , joavykuéra opakuri * i_ joaju ndive
hoy ,ko'ára
de ,de
fácil ,ndahasýi
si ,si
los pronósticos , ta'uvõnguéra
de ,de
cumplen ,omboaje *
su vuelta acabará ,i_ ñembojevy omombat *
años ,arajerekuéra
solía ,solía
decir ,decir
para ,omombyta *
son ,pu
buenas ,porã
los ,los
puedo ,apojái *
digno ,digno
los hombres , karaikuéra
de ,de
poder ,katu
tienen la tentación ,oreko *  ñeha'ã
de ,de
de su fuerza ,i_ mbaretekue _gua
están ,oime *
no sucedió ,nombuekoviaikuri *
peor ,vaive
la ,la
de ,de
más ,más
de la poesía nacional , yvotyñe'ẽ nacional _gui
fue ,ohokuri *
a un inmigrante chino ,un inmigrante chino _pe
puso ,omohendakuri *
pero ,jepéramo
justo ,marangatu
y ,ha
de ,de
creyó ,oroviakuri *
el autor , apohare
había ,oĩmi *
fines ,apykuéra
de ,de
de ,de
fiebre ,akãnundu
amarilla ,sa'yju
asoló ,asoló
océanos ,océanos
junto ,junto
quedaron ,opytakuri *
chino ,chino
chino ,chino
y ,ha
parecidos ,parecidos
los ,los
los ,los
podía ,opojáimi *
principio ,ñepyrũ
no eran ,ndoha'eimi *
más ,más
de ,de
de ,de
con sus mujeres ,i_ kuñanguéra _ndi
y ,ha
sus niños ,i_ mitãkuimba'ekuéra
y ,ha
sus perros ,i_ jaguakuéra
de ,de
comer ,comer
pero ,jepéramo
desbordaron ,ochovikuri *
callejones ,callejones
de los arrabales , añaretã'ikuéra _gui
de el puerto , ygarupa _gui
nuevos ,pyahu
chinos ,chinos
intempestivos ,intempestivos
entraban en el país ,osururumi *  tetã _me
rastro ,tapykuere
en los registros , teraryrukuéra _pe
de ,de
aduana ,aduana
de los jóvenes , karia'ykuéra _gui
convirtieron ,ombovakuri *
patriarcas ,tamóikuéra
venerables ,marangatu
explicaba ,omosakãmi *
cómo ,cómo
habían ,oimemi *
tiempo ,ára
de ,de
los ,los
dividió ,ombosa'ikuri *
dos ,dos
clases ,clases
y ,ha
los ,los
de el puerto , ygarupa _gui
lo ,lo
mismo ,ae
comía ,ojepy'ajokomi *
o ,térã
moría ,opytupami *
de ,de
repente ,repente
frente ,renonde
de ,de
rata ,rata
girasoles ,girasoles
y ,ha
de ,de
las ,las
sospechaba ,omo'ãmi *
no eran ,ndoha'eimi *
sino ,sino
mamparas ,mamparas
de ,de
blancas ,morotĩ
y ,ha
el tráfico , ñemomýi
de ,de
todo ,todo
los ,los
buenos ,katupyry
herederos ,herederos
más ,más
limpias ,potĩ
si ,si
nuevas ,pyahu
con los cuellos , ajúrakuéra ndive
y ,ha
los puños , pombotykuéra
como ,akaru *
hostias ,hostias
planchadas ,planchadas
pero ,jepéramo
no hubo ,noimeikuri *
porque ,ajeve
surgió de el fondo ,surgió  tugua _gui
de ,de
la ,la
platea con esa sonrisa celestial ,platea upe pukavy yvagapegua _ndi
llegan ,oguahẽ *
temprano ,temprano
a su casa ,hi'_ óga _pe
había ,oĩmi *
seguro ,seguro
llevaba ,orahami *
puesta ,ñemoĩ
para ,ojoko *
de ,de
seda ,seda
amarilla ,sa'yju
de ,de
primavera ,primavera
recibió ,omoguahẽkuri *
la ,la
de ,de
de ,de
quilates ,quilates
y ,ha
la ,la
besó ,besó
de ,de
dicha ,py'arory
medio de las burlas atronadoras ,medio  ñembohorykuéra atronadoras _gua
no ,no
inmutó ,inmutó
esperó en el centro ,ojeroviakuri *  mbyte _pe
imperturbable ,imperturbable
de ,de
dramática ,dramática
la ,la
y ,ha
el primer silencio leyó el poema , kirirĩ primer omoñe'ẽkuri *  ñe'ẽpoty
lo ,lo
entendió ,okumbykuri *
pero ,jepéramo
de ,de
había ,oimemi *
original ,ypykue
pero ,jepéramo
volvió ,ojevykuri *
estaba ,oĩmi *
furibunda ,furibunda
la ,la
acompañaba a su casa ,omoirũmi * h_# ogapy _pe
no sabía ,no sabía
de ,de
contra ,contra
para ,opyta *
no ,no
su poema ,i_ ñe'ẽpoty
de ,de
sus recuerdos ,i_ py'ahokuéra
volvió ,ojerekuri *
de ,de
los ,los
preparaba ,ombosako'imi *
de ,de
comer ,comer
vio ,vio
cromos ,cromos
de ,de
revistas ,revistas
postales ,postales
amarillentas ,sa'yjuvy
de ,de
las ,las
vendían ,ome'ẽmi *
como ,ha'u *
y ,ha
fue ,oha'ekuri *
lo ,lo
había ,oimemi *
sostenido ,sostenido
de ,de
el mundo era , arapy oha'emi *
pasaba ,oakuãmi *
pasaban las costumbres ,oikomi *  jepokuaakuéra
todo ,todo
dijo ,ho'ytakuri *
lo ,lo
dijo ,ho'ytakuri *
de ,de
de ,de
pantera ,pantera
negra ,kamba
de ,de
máscaras ,máscaras
y ,ha
no tuvo ,ndoguerekoikuri *
para ,omombyta *
de ,de
hablaba ,omongetami *
una revelación ,una revelación
lo ,lo
de ,de
vida ,rembiasakue
apresuró una defensa cautelosa ,omyagẽkuri * una defensa cautelosa
advirtió ,omomarandukuri *
conocía ,okuaami *
de ,de
habían ,oimemi *
pasado ,pasado
de los saludos formales , maiteikuéra formales _gua
y ,ha
pero ,jepéramo
daba ,ombojárami *
cierto ,añete
y ,ha
obra ,mba'apokue
y ,ha
gracia ,apoporãmby
de ,de
interés ,kuaase
no quiere ,ndopotai *
lo ,lo
interrumpió ,interrumpió
más ,más
baja ,yvýi
de ,de
ser ,ser
puta ,puta
crudeza ,crudeza
pero ,jepéramo
igual ,jojaha
rigidez ,rigidez
moral ,moral
su madre ,i_ sy
había ,oimemi *
dicho ,ñe'enga
lo ,lo
mismo ,ae
de ,de
de sus desventuras ,i_ po'a'ỹnguéra _gui
hasta los tuétanos , karakukuéra peve
de ,de
y ,ha
trató ,oñemukuri *
de ,de
de el tema , ñe'ẽmbyrã _gui
pero ,jepéramo
no ,no
lo ,lo
permitió ,omoneĩkuri *
no acabó ,nomombaikuri *
de ,de
contra ,contra
de ,de
intuición ,intuición
no ,no
estaba ,oikomi *
de ,de
había ,oĩmi *
la autora , apohare
de la conspiración , ñepu'ã _gua
para ,omombyta *
para ,ojoko *
no ,no
conocían ,okuaami *
no ,no
habían ,oĩmi *
visto ,amboao *
y ,ha
no tenía ,ndorekoimi *
nada ,nada
ver ,ver
si ,si
bien ,bien
estaba ,oĩmi *
corriente ,corriente
de sus secretos ,i_ ñemimbykuéra _gua
desde ese momento ,upe sapy'a guive
la ,la
para ,ojoko *
pasaban los años ,ojehumi *  arajerekuéra
marchitaba ,ombohoguepirumi *
gloria ,jajái
su amor ,i_ mborayhu
demoraba ,ombopukumi *
sollozos ,jahe'okuéra
y ,ha
sus párpados empezaban ,i_ ropepikuéra oñepyrũmi *
la ,la
sombra de las viejas amarguras ,sombra  mba'erokuéra tuja _gui
de ,de
ayer ,ayer
nuevo ,pyahu
estado ,teko
las ,las
veía ,veía
de las cenizas , kusuguekuéra _gua
empezaban ,oñepyrũmi *
como ,ajepy'ajoko *
parásitas ,parásitas
de ,de
volvían ,ojeremi *
confidentes ,confidentes
de sus sirvientas ,i_ tembiguáikuéra _gua
amantes ,amantes
nada ,nada
de ,de
cautiverio ,ka'irãi
estéril ,memby'ỹ
en la ropa , ao _pe
de el muerto , te'õngue _gua
habían ,oimemi *
tiempo ,ára
de ,de
planchaban ,oaokytymi *
y ,ha
volvían ,ojevymi *
de ,de
puños ,ývakuéra
y ,ha
cuellos ,ajúrakuéra
de ,de
parafina ,parafina
para ,opyta *
perfectas ,marane'ỹ
seguían ,omoñami *
la ,la
en la cama , rupa _pe
el plato , ña'ẽmbe
y ,ha
los cubiertos , tembiporukuéra
en su lugar ,i_ mamo _pe
si ,si
acaso ,acaso
volvían de la muerte ,ojevymi *  mano _gui
como ,ajepy'ajoko *
solían ,solían
vida ,rembiasakue
y ,ha
embargo ,embargo
lo ,lo
veían ,veían
de la casa , óga _gua
mismas ,ae
el mundo , yvóra
eran ,oha'emi *
las ,las
quedaban con el terror ,opytami *  kyhyje ndive
de ,de
el hombre , karai
no ,no
en sus amaneceres ,i_ ko'ẽtĩsorokuéra _pe
de ,de
cazador ,cazador
furtivo ,furtivo
las ,las
encontraba a la salida ,ojuhumi *  sẽ _me
de ,de
cinco ,cinco
de ,de
negro ,kamba
y ,ha
con el cuervo , yryvu _ndi
de ,de
destino en el hombro ,destino  ati'y _pe
lo ,lo
vislumbraban en la claridad ,vislumbraban  tembipe _pe
de ,de
alba ,ko'ẽmby
atravesaban la calle ,atravesaban  tape
y ,ha
cambiaban ,ombohekomi *
de ,de
acera ,acera
pasos ,pasos
menudos ,sa'i
y ,ha
pasos ,pasos
de ,de
pajarito ,pajarito
podía ,okatumi *
embargo ,embargo
él estaba ,ha'e oikomi *
de ,de
más ,más
podía ,okuaami *
adentro la semilla de la felicidad ,adentro  ta'ỹingue  py'arory _gua
de su vida ,i_ tekove _gui
habían ,oimemi *
hecho ,jehupyre
posible ,ikatúva
cómo ,cómo
de la muerte , ñemano _gui
de sus maridos ,i_ ménakuéra _gui
lo ,lo
había ,oimemi *
para ,omombyta *
una mera ilusión ,una ilusión mera
convirtió ,ombovakuri *
gracias ,apoporãmbykuéra
podía ,opojáimi *
con las manos , pokuéra ndive
no encontraba ,ndojohuimi *
razones ,kuaahakuéra
para ,ojoko *
no ,no
por la vida , tekove _re
para ,omombyta *
como ,akaru *
era ,ára
fantasías ,ñeimo'ãnguéra
de ,de
culpa por el marido ,culpa  ména _re
muerto ,te'õngue
la ,la
de ,de
ser ,ser
feliz ,feliz
dos ,dos
veces ,jeykuéra
de ,de
uso ,jepokuaa
cotidiano ,cotidiano
de ,de
vivir ,vivir
y ,ha
de ,de
sola ,año
de ,de
todo ,todo
de la muerte , te'õ _gua
entusiasta ,entusiasta
si ,si
estaba ,oĩmi *
apenas ,pepy'apy *
empezaba ,oñepyrũmi *
el horizonte , arapaha
todo ,todo
estaba ,oikomi *
ser ,ser
rico ,he
y ,ha
muchas desventajas ,muchas desventajas
supuesto ,supuesto
pero ,jepéramo
medio ,mbytere
mundo ,yvy
lo ,lo
anhelaba ,opotami *
como la posibilidad ,ha'u *  ja
más ,más
probable ,probable
de ,de
ser ,ser
eterno ,ndopáiva
había ,oĩmi *
de ,de
madurez ,madurez
pagó ,omyengoviakuri *
de ,de
inmediato ,inmediato
segunda ,segunda
vez ,jevy
no ,no
las conversaciones , ñemongetakuéra
con la prima , lopi ndive
acabaron ,opakuri *
de ,de
de ,de
víctima ,víctima
tendía ,opysomi *
incluso ,incluso
de ,de
la ,la
había ,oĩmi *
hecho ,jehupyre
para ,omombyta *
favor ,ñepytyvõ
de el doctor , pohanohára _gua
dios ,tupã
conocía el esfuerzo ,akuaami *  ñeha'ã
hizo ,ojapokuri *
para ,opyta *
no ,no
la prima fue , lopi ohokuri *
querido ,ñembokiha
con sus dudas ,i_ py'ahetakuéra _ndi
solas ,ño
fondo ,hugua
para ,ojoko *
segura ,segura
de ,de
más ,más
grave ,pohýi
era ,ára
capitular ,capitular
en la guerra personal , ñorairõ tee _me
contra ,contra
su padre ,i_ pa'i
pero ,jepéramo
lo ,lo
hizo ,omba'apokuri *
de su vida ,i_ jeikove _gui
cuenta ,cuenta
para ,omombyta *
nada la belleza viril de el pretendiente ,ojepokuita *  porã viril  potaha _gui
su riqueza legendaria ,i_ mba'erepy ymaguare
su gloria temprana ,i_ jajái temprana
méritos ,méritos
reales ,añetegua
sino ,sino
por el miedo , kyhyje _re
de la oportunidad , ja _gua
iba ,ohomi *
y ,ha
de ,de
los ,los
años ,arajerekuéra
era su límite confidencial ,era i_ rembe'y ñemihapegua
para ,ojoko *
a el destino , tenonderã _me
para ,ojoko *
como ,ajepy'ajoko *
estaba ,oĩmi *
en las leyes , tembiapoukapykuéra _pe
de ,de
y ,ha
de los hombres , karaikuéra _gua
hasta la muerte , ñemano meve
disiparon ,omboguekuri *
las dudas , py'ahetakuéra
y ,ha
pudo ,oikatukuri *
remordimientos ,jepy'aremóikuéra
lo ,lo
la razón , kuaaha
indicó ,indicó
como ,añemboapyte *
lo ,lo
más ,más
decente ,potĩ
pasó una esponja ,oikovekuri * una esponja
lágrimas ,tesaykuéra
encima de el recuerdo ,ojo'a *  mandu'aha _gui
de ,de
lo ,lo
borró ,omboguekuri *
completo ,oĩmbáva
y ,ha
en el espacio , arapy _pe
él ocupaba en su memoria ,ha'e ojokuáimi * i_ mandu'a _pe
dejó ,dejó
de ,de
amapolas ,amapolas
lo ,lo
único ,año
permitió ,omoneĩkuri *
más ,más
hondo ,pypuku
de ,de
costumbre ,tekoreko
último ,último
hombre ,ava
las dudas , py'ahetakuéra
más ,más
temibles ,mongyhyjéva
embargo ,embargo
empezaron ,oñepyrũkuri *
pronto ,pojava
como ,ajepy'ajoko *
regresó de el viaje ,ojerekuri *  jeguata _gui
de ,de
bodas ,mendakuéra
no ,no
bien ,bien
acabaron ,opakuri *
de ,de
los baúles , karameguãnguéra
y ,ha
las ,las
cajas ,mba'yrukuéra
trajo ,oguerukuri *
para ,opyta *
posesión ,jererekoha
de ,de
ama ,ama
y ,ha
señora ,señora
de ,de
de ,de
y ,ha
había ,oĩmi *
dado ,dado
estaba ,oimemi *
prisionera ,monambipyre
en la casa , ogapy _pe
y ,ha
peor ,vaive
con el hombre , karai ndive
no era ,ndoha'eimi *
era ,ára
cierto ,añete
aquella mujer hermosa ,ako tembireko porã
inteligente ,akãporã
nada ,nada
común ,tapiagua
en su medio ,i_ jereha _pe
había ,oimemi *
años ,arajerekuéra
alma ,ánga
y ,ha
el cuerpo , hete
de su paraíso social ,i_ vy'arenda jojapy _gua
la viudez , mendave'ỹ
la ,la
había ,oimemi *
de ,de
no ,no
la ,la
misma ,ae
y ,ha
la ,la
había ,oimemi *
fofa ,vevúi
y ,ha
agria ,hái
y ,ha
enemiga ,enemiga
de el mundo , yvóra _gui
la única explicación , ñemohesakã año
posible ,ikatúva
de ,de
de ,de
el esposo , ména
conciencia por una montonera ,conciencia una montonera rehe
de ,de
negros ,hũ
como ,ha'u *
ella decía ,ha'e ho'ytami *
justo ,marangatu
de ,de
para ,omombyta *
en todo caso ,todo caso _pe
el matrimonio feliz , menda feliz
de ,de
había ,oimemi *
lo ,lo
el viaje , jeguata
de ,de
bodas ,mendakuéra
y ,ha
único ,año
podía ,oikatumi *
de ,de
terror ,kyhyje
ante ,ante
la potestad , jereko
de la madre , sy _gui
lo ,lo
había ,oĩmi *
sentido ,andu
de su cuerpo ,i_ tete _gui
con el alivio , jora ndive
de ,de
de ,de
no era ,ndoha'eimi *
y ,ha
había ,oimemi *
sufrido ,sufrido
el espanto , ndýi
de ,de
sí ,sí
misma ,ae
los ,los
días ,árakuéra
y ,ha
con el músico mayor , ombopukuaáva kakuaave ndive
aliento ,pytu
de ,de
sepulturero ,poroñotỹha
misma ,ae
estaba ,oĩmi *
de su obediencia ,i_ ñemboaje _gui
no ,no
lo ,lo
en los pleitos sordos , ñombohováikuéra nohendúiva _pe
tenía con su marido ,oguerekomi * i_ ména ndive
consagraban a el amor ,consagraban  mborayhu _pe
había ,oimemi *
más ,más
pronto ,pojava
de ,de
lo ,lo
ella creía en la maraña ,ha'e ogueroviami *  apajuái _pe
de ,de
convenciones ,amandajekuéra
y ,ha
prejuicios ,prejuicios
principio ,ypy
para ,omombyta *
su libertad ,i_ jei
de ,de
criterio ,criterio
la mierda , tepoti
abanico ,pejuha
es ,oha'e *
tiempo ,ára
de ,de
brisa ,brisa
pero ,jepéramo
celosa ,celosa
de sus privilegios ,i_ katuvehakuéra _gua
bien ,bien
ganados ,tymbakuéra
temerosa ,py'aju
de la vergüenza , ñerotĩ _gua
y ,ha
mostraba ,mostraba
con la esperanza , jerovia ndive
de ,de
fin ,apy
de ,de
doña ,temime'ẽ
no ,no
cansaba ,omokane'õmi *
de ,de
en sus oraciones ,i_ ñembo'ekuéra _pe
la muerte , ñemano
como ,ajepy'ajoko *
si ,si
la panza , tye
de ,de
burro ,burro
de el cielo , ára _gui
de aquella piel gris ,aipo pirekue hũngy _gui
y ,ha
terca ,akãhatã
ensuciaba el paisaje tropical ,amomarãmi *  ñupyso tropical
de ,de
lujo ,lujo
de ,de
palmeras ,palmeras
y ,ha
plataneras ,plataneras
de ,de
plomo ,plomo
de ,de
esquina ,tugua
de ,de
cielo ,yvága
azul ,chovy
insinuaba ,okuaaukavymi *
dijo ,ho'ytakuri *
resignación ,ñeme'ẽ
daba ,ombojárami *
impulso ,ñemomýi
para ,omombyta *
de la cama , tenimbe _gua
y ,ha
por sus propias piernas ,i_ hetymakuéra tee _re
desnudas ,opívo
órdenes ,ñemohendakuéra
con la huesuda proa , ygatĩ huesuda ndive
rotular ,rotular
la maleta , vuruháka
hacía ,ojapomi *
días ,árakuéra
sobre un pequeño butacón ,un butacón kachape ári
los codos , tenyvangakuéra
sobre los muslos , úvakuéra ári
la cara , tova
las manos , pokuéra
peso de la cabeza ,peso  ruvicha _gui
por el rostro , tova rupi
primer ,primer
plano ,sỹi
de ,de
viajes ,guatakuéra
de ,de
y ,ha
están ,oime *
juntas ,juntas
no ,no
