las reservas , ñongatupykuéra
un soldador ,un soldador
meta ,meta
fuego ,tatarendy
un soldador ,un soldador
no ,no
deje ,deje
de ,de
la ,la
una pata ,una tetyma
de ,de
gallo ,kupyju
y ,ha
así ,ajapyhykuri *
podré ,akuaat *
doña ,temime'ẽ
una reconstrucción completa ,una reconstrucción oĩmbáva
rápida ,kyre'ỹ
y ,ha
divina ,divina
para ,opyta *
digo ,ha'yta *
necesito un soldador ,akotevẽ * un soldador
pobre ,mboriahu
soldador ,soldador
cierto ,añete
de ,de
digo ,ha'yta *
la criatura estará , mitã'i oĩt *
polvo ,yvyku'i
y ,ha
lo ,lo
último ,último
es ,oha'e *
pero ,jepéramo
está ,oime *
visto ,amboao *
un soldador es ,un soldador oha'e *
imprescindible ,imprescindible
un soldador es el ángel exterminador ,un soldador oha'e *  ángel exterminador
incendia ,okái *
sopranos ,sopranos
y ,ha
grandes ,kakuaa
duquesas ,duquesas
y ,ha
liceos ,liceos
y ,ha
palacios ,palacios
de ,de
invierno ,araro'y
y ,ha
no da ,nombojárai *
señales ,mborekuéra
de ,de
vida ,tembiasa
más ,más
recados ,mombe'ukahakuéra
mando ,poguy
y ,ha
ve ,ve
no tiene la menor intención ,noguerekoi *  pota michĩve
de ,de
ascuas ,ascuas
voy ,aho *
santa ,marangatu
para ,ojoko *
toque ,jepoko
un soldador ,un soldador
y ,ha
da una pena ,ome'ẽ * una jepy'apy
lo ,lo
ha ,oime *
pasado ,pasado
y ,ha
no comparto ,no comparto
nada ,nada
lo ,lo
dice ,ho'yta *
nada ,nada
la ,la
opinión ,ñeimo'ã
de ,de
negarían el dinero ,negarían  pirapire
de ,de
todos ,todos
para ,omombyta *
la ,la
la ,la
el arrebato , arrebato
de ,de
de ,de
pronto ,pojava
ponen ,omohenda *
solidarios ,solidarios
con las víctimas , víctimas ndive
de la colza , colza _gui
o ,térã
con la catedral , catedral ndive
de ,de
es ,oha'e *
churras ,churras
merinas ,merinas
claro ,sakã
el no , no
sus opiniones ,i_ ñeimo'ãnguéra
y ,ha
sus arrebatos ,ij_ arrebatos
no quiere ,noja'ei *
decir ,decir
no ,no
los ,los
porque ,ajeve
de ,de
tanto ,tanto
a el señor , jára _pe
decir ,decir
si ,si
corrige la reforma laboral ,omyatyrõ *  ñemyatyrõ laboral
deja ,deja
de ,de
y ,ha
si ,si
desautoriza ,desautoriza
la ,la
de ,de
de ,de
retira el apoyo ,ope'a *  pytyvõ
el personal espera , personal ojerovia *
en cualquier momento ,cualquier sapy'a _pe
el señor , karai
salga ,salga
o ,térã
hay ,oĩ *
pasta ,pasta
para ,omombyta *
o ,térã
de ,de
apoyo ,pytyvõ
lo ,lo
tengo ,areko *
dicho ,ñe'enga
de un momento ,un sapy'a _gui
el señor , jára
lo ,lo
es para el catalán ,oha'e *  catalán g̃uarã
saldrá ,osẽt *
él tiene ,ha'e oreko *
hace ,ojapo *
siglos ,siglos
de ,de
hecho ,jehupyre
una ruina ,una ruina
techo ,ogasoja
nada ,nada
y ,ha
va ,oho *
hora ,hora
de ,de
como ,ajepy'ajoko *
está ,oĩ *
mustio desde el domingo ,mustio  domingo guive
pestañea ,ombohesavi *
yo no necesito ,che nakotevẽi *
para ,omombyta *
nada ,nada
lo ,lo
hace ,omba'apo *
falta ,falta
es ,oha'e *
un soldador ,un soldador
aplique ,aplique
el soplete , soplete
a el rojo vivo , rojo oikovéva _pe
deje ,deje
y ,ha
doña ,jopói
para ,ojoko *
cualquiera ,oimeraẽva
sabe ,sabe
pintura ,pintura
soy un teatro lírico ,aha'e * un ñemoha'anga lírico
así ,apyhykuri *
caridad ,mborayhu
es ,oha'e *
no hay ,noimei *
disponible ,disponible
un soldador para ,un soldador omombyta *
la ,la
comunico ,amomarandu *
está ,oĩ *
mejor ,porãve
de ,de
la fase mustia de la ciclotimia , fase mustia  ciclotimia _gui
por el comportamiento , teko rupi
de ,de
público ,pavẽ
y ,ha
crítica ,crítica
último ,último
novios ,menarãnguéra
búlgaros ,búlgaros
si ,si
no ,no
ha ,oĩ *
enterado ,enterado
y ,ha
contento con el hijo ,contento  ra'a ndive
acaba ,omohu'ã *
de ,de
un hijo búlgaro ,un ra'a búlgaro
cierto ,añete
qué casualidad ,qué ñaimo'ã'ỹva
cómo ,cómo
va ,oho *
el chiquillo , chiquillo
está ,oĩ *
ver ,ver
y ,ha
como ,ajepy'ajoko *
anda ,opykúi *
lo ,lo
de el nombre , réra _gui
una servidora ,una pytyvõha
la ,la
está ,oĩ *
de ,de
la ,la
o ,térã
a la pluma , hague _pe
creativa ,creativa
soy ,aha'e *
creativa ,creativa
intentaré ,añepia'ãt *
el problema , problema
de el nombre , réra _gua
de ese hijo ,pe ra'a _gui
acaba ,omomba *
de ,de
poderes ,katukuéra
no ,no
lo ,lo
tengo ,aguereko *
sencillo ,jegua'ỹre
reconozco ,akuaa *
lo ,lo
tengo ,aguereko *
más ,más
sencillo ,jegua'ỹre
ayer ,ayer
sencillo ,jejapo'ỹ
mañana ,pyhareve
quiero ,apota *
decir ,decir
como ,akaru *
saben ,saben
de ,de
acaba ,opa *
de ,de
un proyecto ,un ñeimo'ã
de ,de
ley ,tembiapoukapy
de ,de
reforma ,ñemyatyrõ
de ,de
para ,opyta *
los padres , pa'ikuéra
a sus hijos ,i_ ta'ýrakuéra _pe
con cualquier nombre ,cualquier réra _ndi
incluso ,incluso
persisten algunas limitaciones ,otu'u * algunas limitaciones
qué lata ,qué lata
este ,kuarahysẽha
ponía ,omoĩmi *
ayer ,ayer
un ejemplo ,un jechauka
no serán ,noha'eit *
posibles ,ikatúva
casos ,casos
como ,añemboapyte *
de el niño , mitã'i _gui
llamado ,tenói
así por la victoria ,apyhykuri *  victoria rupi
de el equipo uruguayo , equipo uruguayo _gua
sobre ,sobre
de ,de
de ,de
de ,de
un nombre semejante ,un téra ñeimo'ãva
considera ,considera
perjudicial ,mbyaiha
para la criatura ,opyta *  kunumi
disiento ,ajuavy *
la verdad , añete
los neonatos tienen , neonatos oreko *
la oportunidad , ja
de ,de
gracias ,apoporãmbykuéra
a sus nombres ,i_ térakuéra _pe
ambulantes ,ambulantes
de los avatares , avatares _gua
de ,de
la ,la
de ,de
la ,la
general ,pavẽ
y ,ha
de ,de
la ,la
de cada país ,cada tetã _gui
particular ,particular
ejemplo ,techapyrã
el próximo nieto , remiarirõ kyta'i
de la señora , karai _gua
debería ,debería
y ,ha
de los venideros descendientes , ñemoñarekuéra oútava _gua
de el señor , pa'i _gua
podría ,podría
otros nombres preciosos ,otros rérakuéra porãite
para ,opyta *
niños ,niños
y ,ha
niñas ,niñas
españoles ,españoles
nacidos ,jati'ikuéra
en estos tiempos ,ko'ã árakuéra _pe
serían ,serían
o ,térã
y ,ha
o ,térã
y ,ha
o ,térã
caso ,caso
de ,de
gemelos ,kõi
y ,ha
y ,ha
y ,ha
alguna chiquilla vistosa ,alguna chiquilla vistosa
tendría ,tendría
y ,ha
es ,oha'e *
imprescindible ,imprescindible
en el trámite parlamentario , trámite parlamentario _pe
proyecto ,jejapose
de ,de
ley ,tembiapoukapy
para ,omombyta *
nombres ,térakuéra
así ,ajapyhykuri *
y ,ha
sé ,sé
con esos nombres ,umi térakuéra ndive
todos ,todos
nuestros niños parecerán ,ñane mitã'ikuéra ohi'ãt *
medio ,mbytere
comanches ,comanches
pero ,jepéramo
hoy ,ko'ára
hoy ,ko'ára
la ,la
de ,de
este país no da ,ko tetã nombojárai *
para ,opyta *
más ,más
digo ,ha'yta *
acabaron los tiempos ,omohu'ãkuri *  árakuéra
la ,la
tenía mucha categoría ,arekomi * mucha categoría
mucho poderío ,mucho poderío
mucho futuro ,mucho tenonderã
mucha grandeza ,mucha tuichakue
los tiempos , árakuéra
doña ,jopói
ponía a un hijo ,omoĩmi * un ra'a _pe
honor ,honor
de ,de
y ,ha
y ,ha
los tiempos , árakuéra
gente ,yvypóra
de ,de
pie ,py
inscribía a sus niñas ,inscribía i_ mitã'ikuéra _pe
con los nombres , térakuéra _ndi
de ,de
y ,ha
una papelera es un objeto ,una papelera oha'e * un mba'e
recoge nuestros detritus ,omono'õ * ore detritus
nos ,nos
veta ,veta
la ,la
y ,ha
nos ,nos
hace ,omba'apo *
sentir ,sentir
limpios ,potĩ
pertenecientes ,pertenecientes
a el mundo hermoso , yvy porã _pe
a el parecer , ñeimo'ã _me
no pertenecemos ,no pertenecemos
porque ,ajeve
es ,oha'e *
moda ,moda
última ,última
mozos ,mozos
y ,ha
metidos ,metidos
jarana ,jarana
tránsito ,jehasa
de ,de
bares ,bares
o ,térã
de ,de
recogida ,recogida
las papeleras , papeleras
sujetas en las farolas ,pejokua *  farolas _pe
a su paso ,i_ pyrũ _me
los ,los
más ,más
suaves ,sỹi
propinan ,ombopopegua *
a la papelera , papelera _pe
la ,la
par ,jojaha
sueltan un aullido ,ojora * un guahu
o ,térã
berrido ,berrido
los ,los
de ,de
andadura ,andadura
media ,mbytere
la papelera , papelera
no ,no
desprende con el empellón primero ,desprende  empellón primero ndive
continúan ,continúan
y ,ha
cae a el suelo ,okúi *  yvy _pe
y ,ha
derraman ,oñohẽ *
sus especias ,ij_ especias
felicitan ,oguerohory *
de ,de
palmas ,palmas
y ,ha
mucho alarde ,mucho alarde
de ,de
festividad ,festividad
y ,ha
van ,oho *
la ,la
siguiente ,uperiregua
claro ,satĩ
hay una tercera opción en el derribo ,oĩ * una poravoha tercera  derribo _pe
y ,ha
es ,oha'e *
una vez ,una ha
prenda ,prenda
fuego ,tata
a el conjunto , aty _pe
para ,opyta *
a el fulgor , jajái _pe
de las llamas , tendykuéra _gui
un rito ancestral ,un rito ancestral
con la mente , apytu'ũ ndive
blanco ,morotĩ
significa ,o‘ese *
papeleras ,papeleras
y ,ha
con sus desperdicios ,ij_ ytykuéra ndive
golpea una papelera ,opete * una papelera
destruyeron ,omongu'ikuri *
el año , arajere
pasado ,pasado
es ,oha'e *
insatisfecho ,insatisfecho
siente la tentación ,orasy *  ñeha'ã
de ,de
la ,la
derriba ,omongúi *
ha ,oĩ *
de la insatisfacción , insatisfacción _gui
a la violencia , rairõ _me
prende el fuego caníbal ,opyhy *  rata caníbal
desde la violencia , mbarete guive
ha ,oime *
en la destrucción , destrucción _pe
y ,ha
su ritual es una catarsis salvaje ,h_# ritual oha'e * una catarsis sagua'a
una señora ,una tembireko
como ,ha'u *
es ,oha'e *
diría ,diría
más ,más
o ,térã
los ,los
son ,pu
ineducados ,ineducados
y ,ha
unos vándalos ,unos vándalos
indignos ,indignos
de la civilización , civilización _gui
cobija ,ahoja
es ,oha'e *
cierto ,añete
pero ,jepéramo
como ,ajepy'ajoko *
he ,aime *
visto ,amonde *
estudiantes ,estudiantes
chicos ,chu'i
y ,ha
chicas ,chu'i
papeleras ,papeleras
y ,ha
fuego ,rata
creo ,aguerovia *
tiene ,oreko *
haber ,haber
más ,más
la ,la
habla de el problema ,oñemongeta *  problema _gua
de ,de
en el mundo , arapy _pe
igual ,koichaite
título ,título
y ,ha
deberíamos ,deberíamos
el problema , problema
de la violencia , mbarete _gui
los ,los
nos ,nos
hablaría ,hablaría
de nuestra juventud ,ore juventud _gua
y ,ha
nuestro presente ,ore presente
papeleras ,papeleras
son ,pu
cortesía ,tekoporã
y ,ha
las llamas destructoras , tataendykuéra kose
de ,de
y ,ha
es un acto ,oha'e * un acto
de ,de
protesta ,mbohovái
es ,oha'e *
malestar ,angekói
nazismo ,nazismo
ansia ,py'apy
muda ,ñe'engu
de ,de
revolución ,guyryry
crispación ,crispación
venganza ,jehepy
contra ,contra
los padres , pa'ikuéra
y ,ha
contra ,contra
el sistema , sistema
la papelera es una dama , papelera oha'e * una kuñakarai
significa ,o‘ese *
mierda ,tepoti
y ,ha
querrá ,opotat *
decir ,decir
el conjunto , no'õ
rosa ,pytãngy
está ,oĩ *
a un momento ,un sapy'a _pe
rico ,he
y ,ha
activo ,kyre'ỹ
de ,de
rico ,he
pero ,jepéramo
la ,la
y ,ha
el surgimiento , surgimiento
de ,de
pequeñas ,mirĩ
editoriales ,editoriales
elitistas ,elitistas
y ,ha
hoy ,ko'ára
son ,pu
y ,ha
fue ,ohokuri *
editorial ,editorial
fundó ,fundó
y ,ha
dirigió ,osãmbyhykuri *
aquella era ,aipo ára
la ,la
de ,de
y ,ha
de ,de
de ,de
y ,ha
de ,de
y ,ha
de ,de
de ,de
y ,ha
de ,de
y ,ha
varios ,varios
en ese mundo ,pe yvóra _pe
y ,ha
y ,ha
las editoras eran , editoras oha'emi *
de ,de
y ,ha
consideraba ,consideraba
escritora ,kuatiahaihára
y ,ha
publicó una novela corta ,ombojekuaakuri * una novela ndaipukúi
pero ,jepéramo
misma ,ae
terminó ,omombakuri *
editora ,editora
secas ,piru
las ,las
dos ,dos
embargo ,embargo
consideraban ,consideraban
y ,ha
considerábamos ,considerábamos
editoras ,editoras
han ,oime *
de el todo , todo _gui
a la propia escritura , taipy tee _pe
abrió ,opevukuri *
fuego ,tatarendy
mismo ,ae
mar ,para
de todos los ,todos los _gui
veranos ,mbyry'áikuéra
y ,ha
no existía ,noimeimi *
escribió ,okuatiakuri *
un libro ,un kuatia
sobre ,sobre
vivía ,oikomi *
y ,ha
una novela ,una novela
de ,de
su verdadera primera obra ,iñ_ primera tee omba'apo *
así ,ajapyhykuri *
es ,oha'e *
años ,arajerekuéra
bien ,bien
cumplidos ,cumplidos
es ,oha'e *
una principiante ,una principiante
galardonada ,galardonada
años ,arajerekuéra
hace ,omba'apo *
años ,arajerekuéra
no veo ,no veo
pero ,jepéramo
la ,la
recuerdo ,py'aho
atenta ,atenta
y ,ha
con cierto aire británico ,cierto pytu británico ndive
y ,ha
pelirrojo ,akãpytã
recordaba ,omomarandumi *
en muchos copetines literarios ,muchos copetines literarios _pe
y ,ha
en las ocasiones , jakuéra _pe
caí ,caí
casualidad ,ñaimo'ã'ỹva
casa ,ogapy
de ,de
en el chalet , chalet _pe
de la calle , oka _gui
porque ,ajeve
para los chicos de mi generación ,opyta *  mitã'ikuéra che generación _gua
era la editora catalana ,era  editora catalana
y ,ha
la novia , tembirekorã
de ,de
de sus novelas ,iñ_ novelas _gui
más ,más
emblemáticas ,emblemáticas
viaje ,guata
de ,de
invierno ,ro'y
la ,la
publicó ,omoherakuãkuri *
y ,ha
decía ,ho'ytami *
madrileño ,madrileño
otro título posterior ,otro título uperiregua
de ,de
rosa ,pytãngy
era una clara alusión ,era una ñe'ẽreity sakã
sub ,sub
rosa ,pytãngy
latín ,latín
quiere ,opota *
decir ,decir
sí ,sí
bajo la rosa ,aguejy *  rosa
pero ,jepéramo
significa ,o‘ese *
secreto ,herunguã
y ,ha
mucho tiempo ,mucho ára
juntos ,juntos
tenían un aire ,oguerekomi * un yvytu
raro ,pokã
nuevo ,pyahu
y ,ha
era ese tono ,era upe tono
hablo ,añe'ẽ *
de ,de
los ,los
años ,arajerekuéra
personal ,tee
y ,ha
libre ,ae
lo ,lo
buscábamos los jóvenes ,japoguyguymi *  ta'yrusukuéra
de ,de
si ,si
puedo ,akatu *
decir ,decir
de la obra , tembiapo _gui
de ,de
puedo ,akuaa *
de su trayectoria intelectual ,i_ tembiapoukapy intelectual _gua
fecunda ,fecunda
y ,ha
y ,ha
así ,apyhykuri *
desde los recuerdos , ñemandu'akuéra guive
aroma de las tradiciones literarias ,aroma  tradiciones literarias _gua
y ,ha
de los caminos , tapekuéra _gua
y ,ha
supongo ,supongo
ha ,oime *
a una escritora nueva ,una kuatiahaihára pyahu _pe
ha ,oime *
mil ,mil
años ,arajerekuéra
como ,añemboapyte *
mujer ,kuña
de ,de
libros ,kuatiakuéra
y ,ha
libros ,kuatiakuéra
enhorabuena ,enhorabuena
ha ,oĩ *
uno de los actores ,ambojoaju *  actores _gua
de ,de
nuevo ,pyahu
en alguna medida ,alguna ta'ãha _pe
ha ,oĩ *
más ,más
los ,los
de ,de
clásico ,clásico
quería ,oja'emi *
sus actores ,iñ_ actores
estrellas ,mbyjakuéra
y ,ha
su leyenda ,iñ_ leyenda
blanca ,morotĩ
o ,térã
negra ,kamba
a el medidor , ha'ãha _pe
de ,de
categoría ,categoría
artística ,artística
o ,térã
actores ,actores
eran ,oha'emi *
emblemas ,emblemas
incluso ,incluso
actores ,actores
firmes ,mbarete
como ,añemboapyte *
la leyenda , leyenda
la nebulosa , nebulosa
su atracción ,hi'_ atracción
por los precipicios , je'ahakuéra rehe
ha ,oime *
o ,térã
buen ,katupyry
goza ,orory *
fama ,terakuã
de ,de
buen ,marangatu
actor ,actor
y ,ha
lo ,lo
es ,oha'e *
pero ,jepéramo
sobrepasa su nombradía ,opu'akave * i_ nombradía
como ,añemboapyte *
galán ,kichiha
confieso ,amombe'u *
no ,no
veo tanto carisma ,veo tanto carisma
o ,térã
tanto fulgor físico ,tanto mimbi físico
pero ,jepéramo
las mujeres , kuñanguéra
y ,ha
algunos hombres ,algunos yvypórakuéra
suelen ,suelen
atractivo ,juky
dicen ciertas admiradoras ,ho'yta * ciertas admiradoras
una pizca femenina ,una ku'imi femenina
blanda ,blanda
suave ,sỹi
dócil ,ñe'ẽrendu
es ,oha'e *
lo ,lo
encandila a las hembras ,omyesakã *  kuñanguéra _pe
de ,de
hoy ,ko'ára
no apuestan ,noñembosaráiri *
pendenciero ,porohekáva
y ,ha
bruto ,bruto
sino ,sino
por un hombre ,un ava rupi
de ,de
ambiguo ,ambiguo
igual ,joja
atraía ,oangajurami *
hombres ,karaikuéra
y ,ha
mujeres ,tembirekokuéra
por su duplicidad ,i_ duplicidad rehe
seduce ,opy'areraha *
mujeres ,rembirekokuéra
y ,ha
hombres ,avakuéra
incluso ,incluso
dice ,ho'yta *
su señora ,i_ pa'i
guapa ,katupyry
modelo ,modelo
es ,oha'e *
de ,de
las ,las
prefieren los encantos de el tercer sexo ,opotave *  encantos  sexo tercer _gua
o ,térã
sus sugerencias ,h_# sugerencias
los ,los
especula ,especula
con la presunta homosexualidad , teviro presunta ndive
de ,de
y ,ha
circulan ,oguata *
anécdotas ,jehupyrekuéra
picantes ,tái
la ,la
confirmarían ,confirmarían
llamado ,tenói
norteamericano ,norteamericano
a el nombre , réra _pe
inventó ,ojohukuri *
una acción ,una tembiapo
liberadora ,liberadora
consiste ,consiste
decir ,decir
público ,jekuaapyre
qué famosos son ,qué famosos oha'e *
gays ,gays
o ,térã
lesbianas ,lesbianas
y ,ha
lo ,lo
callan ,orokirirĩ *
verdad ,añete
o ,térã
y ,ha
eran ,oha'emi *
candidatos ,candidatos
importa ,importa
monjes ,monjes
budistas ,budistas
o ,térã
tejanos ,tejanos
recios ,mbarete
de su fama ,i_ terakuã _gua
o ,térã
actor ,actor
de ,de
mayor ,guasuve
o ,térã
menor ,michĩve
enjundia ,enjundia
tiene ,oreko *
buenos ,marangatu
logros ,jehupytykuéra
en su haber ,h_# haber _pe
está ,oĩ *
resultando ,resultando
un modelo paradigmático ,un modelo paradigmático
de la masculinidad , masculinidad _gui
de nuestro tiempo ,ñande ára _gui
lo ,lo
implica un cambio ,implica un jeva
no ,no
fuerte ,mbarete
de el concepto , concepto _gui
de ,de
lo ,lo
femenino ,femenino
la mujer toma , tembireko ojavo'o *
riendas ,riendas
usó ,oporukuri *
reclama ,reclama
actúa ,omba'apo *
recupera ,orojevy *
el hombre , karai
tanto ,tanto
y ,ha
mide ,mide
poses ,poses
no consideró ,no consideró
abre a la coquetería ,ope'a *  coquetería _pe
y ,ha
a la seducción , seducción _pe
no ,no
ruda ,py'ahatã
de ,de
cazador ,cazador
convierte ,ombova *
algunos hombres ,algunos yvypórakuéra
presa ,monambipyre
una masculinidad rotunda ,una masculinidad rotunda
y ,ha
fuerte ,mbarete
pero ,jepéramo
delicada ,apesỹi
y ,ha
escapista ,escapista
y ,ha
buscadora ,buscadora
de ,de
nuevas ,pyahu
fronteras ,fronteras
capaz ,katupyry
de ,de
a la novia , menarã _me
y ,ha
a el amigo , mitã _me
capaz ,katupyry
de ,de
pendiente ,pendiente
capaz ,pu'aka
de ,de
decatlón ,decatlón
ser ,ser
tierno ,kyrỹi
y ,ha
las jabalinas , jabalinas
suele ,suele
es ,oha'e *
bueno ,katupyry
los políticos , políticos
bien ,bien
pienso ,pienso
a el contrario , contrario _pe
la cortesía , tekoporã
es ,oha'e *
bueno ,marangatu
los políticos , políticos
en su territorio ,h_# territorio _pe
mal ,mal
es ,oha'e *
cierto ,añete
feo ,vai
cómo ,cómo
y ,ha
odian ,opy'aro *
aborrecen ,aborrecen
detestan ,detestan
no es ,noha'ei *
verdad ,añetegua
no ,no
porque ,ajeve
sus programas teóricos ,ij_ programas teóricos
ocurre ,ojehu *
no ,no
pueden ,oikatu *
ver ,ver
tienen ,oreko *
manía ,manía
uno ,ambojoja *
y ,ha
hallan ,ojuhu *
y ,ha
estas malquerencias ,ã py'aháikuéra
nos ,nos
todos ,todos
privado ,privado
tenemos ,jareko *
tirrias ,tirrias
política ,política
no es ,noha'ei *
bueno ,porã
rotundo ,rotundo
y ,ha
abrumador ,abrumador
factor ,factor
humano ,humano
gusta la cultura de el pelotazo ,okumby *  arandu  pelotazo _gua
porque ,ajeve
sacrifica la búsqueda ,sacrifica  teka
de ,de
lo ,lo
favor ,ñepytyvõ
de el cultivo , temitỹ _gua
de ,de
lo ,lo
admirable ,momorãmbyrã
el malabarista causa , malabarista ombojehu *
entusiasmo ,taku
pero ,jepéramo
beneficio ,beneficio
público ,ojekuaáva
el héroe , héroe
ungido ,ungido
y ,ha
tonsurado ,tonsurado
como ,ha'u *
por los conejos , tapitikuéra rehe
saca de su brumosa chistera ,ope'a * hi'_ chistera hi'aratimbo _gua
salva ,salva
sí ,sí
mismo ,ae
y ,ha
no apaga otro fuego ,nomboguei * otro tatarendy
de su propia ambición ,i_ taryrýi tee _gui
deja otra riqueza ,deja otra mba'ereta
la de , de
de ,de
dientes ,tãinguéra
de el colectivo social , colectivo jojapy _gui
el modelo , modelo
de ,de
comportamiento ,teko
venera en los altares ,omomba'eguasu *  altares _pe
de ,de
el pelotazo no procura otro provecho , pelotazo noñeha'ãi * otro provecho
de el pelotari , pelotari _gui
costa ,yvy'ã
de ,de
altar ,altar
lo ,lo
sustenta ,sustenta
puede ,oikatu *
el barco , ygarata
el capitán , capitán
flota ,flota
es ,oha'e *
una cultura llena ,una arandu chovi
de ,de
náufragos ,náufragos
naves ,ygakuéra
fueron a la mierda ,oha'ekuri *  tepoti _pe
náufragos ,náufragos
con el riñón , pitikiri'i ndive
bien ,bien
cubierto ,cubierto
son ,pu
realidad ,añetegua
islas ,ypa'ũnguéra
la verdadera justicia , tekojoja añetegua
puso ,omohendakuri *
pie ,py
fui ,ahakuri *
bajo el peso de una lóbrega biblioteca ,arojy *  pohyikue una arandukaenda ñypytũ _gua
de ,de
vidas ,jeikovekuéra
ejemplares ,ejemplares
las ,las
brillaba la biografía de un santo ,ajajáimi *  biografía un santo _gui
ganaba el cielo ,ganaba  ára
las ,las
quebradas ,quebradas
de los gorriones , chesyasykuéra _gua
aterrizaban en su ventana ,oguejymi * i_ rovetã _me
vez ,jey
de ,de
una vuelta ,una mbojere
en la sartén , ñepyũ _me
como ,akaru *
manda ,manda
no es ,noha'ei *
de ,de
hoy ,ko'ára
rotas las cadenas ,rotas  cadenas
tanto tiempo ,tanto ára
mantuvieron ,omongarukuri *
a el bien común , bien tapiagua _pe
harto ,harto
de ,de
a la degustación , degustación _pe
de ,de
pajaritos ,pajaritos
haya ,haya
a la fascinación , fascinación _pe
de los auténticos motores , motores añetegua _gua
de el progreso , ñakãrapu'ã _gua
los pelotaris , pelotaris
compran ,ojogua *
venden ,oñemu *
agarran la comisión ,opojái *  comisión
o ,térã
plusvalía ,plusvalía
y ,ha
salen ,osẽ *
a el grito , sapukái _pe
de ,de
maricón ,maricón
último ,último
de tantos años ,tantos arajerekuéra _gua
perdidos ,perdidos
en el convencimiento , convencimiento _pe
de ,de
merecen ,merecen
riqueza ,mba'erepy
individual ,individual
generan ,generan
riqueza ,mba'erepy
colectiva ,colectiva
he ,aime *
descubierto ,juhupyre
a el fin , paha _pe
gracias ,apoporãmbykuéra
a la llamada , tenói _pe
cultura ,arandu
de el pelotazo , pelotazo _gua
estaba ,oimemi *
lo ,lo
conviene a los pueblos ,conviene  távakuéra _pe
es ,oha'e *
el caldo , jukysy
de ,de
cultivo ,ñemitỹ
cuecen ,omomimói *
hazañosos ,hazañosos
pelotaris ,pelotaris
capaces ,pu'aka
de ,de
sentir ,sentir
el más completo , más oĩmbáva
desdén ,jahéi
sus semejantes ,i_ tapichakuéra
todo lo ,todo lo
son ,pu
tonterías ,vyroreikuéra
no conducen ,nomboguatai *
sino ,sino
a la libertad , sãso _pe
igualdad ,jojaha
y ,ha
fraternidad ,joayhu
paz ,kirirĩ
lo ,lo
yo aprovecho ,che aprovecho
para ,ojoko *
un feliz pelotazo ,un pelotazo feliz
qué asco ,qué jeguaru
otro día ,otro ára
un hombre ,un karai
arrojó a el vacío ,omombokuri *  pa'ũ _me
con un libro ,un kuatia _ndi
las manos , pokuéra
desde un sexto piso ,un piso sexto guive
mató ,ojukakuri *
la noticia , momarandu
en este periódico ,ko periódico _pe
no dice ,ndeho'yita *
fue de el libro ,oha'ekuri *  kuatia _gui
lo ,lo
sí ,sí
dice ,ho'yta *
es ,oha'e *
el suicida , suicida
de ,de
años ,arajerekuéra
leyó algunas páginas ,omoñe'ẽkuri * algunas páginas
de ,de
la imagen , ta'anga
de ese hombre ,upe yvypóra _gui
de ,de
a un libro ,un kuatia _pe
su alma ,hi'_ ánga
llena ,chovi
de ,de
espanto ,ñemondýi
no ,no
por la certidumbre , certidumbre rehe
de ,de
la muerte , te'õ
con su guarnición ,h_# guarnición _ndi
de ,de
sangre ,tuguy
y ,ha
masa ,masa
encefálica ,encefálica
espera a el hombre ,ojerovia *  yvypóra _pe
en el asfalto , asfalto _pe
sino ,sino
por el uso , jepokuaa rehe
los energúmenos , energúmenos
de la paz , angapyhy _gui
y ,ha
el orden , tembiapoukapy
de la noticia , momarandu _gua
estos pájaros ,ã aka'ẽnguéra
nodrizas ,nodrizas
jurásicas ,jurásicas
de la moral , marangatukue _gua
y ,ha
las buenas costumbres , tekokuéra marangatu
hace ,omba'apo *
mucho tiempo ,mucho ára
dejaron ,dejaron
de ,de
libros ,kuatiakuéra
pero ,jepéramo
no ,no
fío ,fío
un pelo ,un rague
las nodrizas jurásicas , nodrizas jurásicas
la ,la
tenían ,oguerekomi *
con la televisión , ta'angambyry ndive
la ,la
culpaban de todos los males ,culpaban todos los males _gui
atribuían a la imprenta ,atribuían  imprenta _pe
bebés ,mitã'ikuéra
secuestran ,omokañy *
de ,de
incubadora ,incubadora
porque ,ajeve
lo ,lo
han ,oime *
visto en la tele ,ambyao *  tele _pe
niños ,niños
roban ,omonda *
furgones ,furgones
blindados ,blindados
porque ,ajeve
lo ,lo
han ,oime *
visto en la tele ,ambyao *  tele _pe
adolescentes ,adolescentes
torturan a sus tutores ,ombosarái * ij_ tutores _pe
porque ,ajeve
lo ,lo
han ,oime *
visto en la tele ,ambyao *  tele _pe
seminaristas ,pa'irãnguéra
asesinan a sus obispos ,oporojuka * i_ obispos _pe
porque ,ajeve
lo ,lo
han ,oime *
visto en la tele ,ambyao *  tele _pe
ancianas ,tuja
prostituyen ,prostituyen
porque ,ajeve
lo ,lo
han ,oĩ *
visto en la tele ,amonde *  tele _pe
generales ,pavẽ
hacen la guerra ,omba'apo *  ñorairõ
porque ,ajeve
lo ,lo
han ,oime *
visto en la tele ,amonde *  tele _pe
y ,ha
banqueros ,banqueros
arruinan a sus accionistas ,arruinan ij_ accionistas _pe
porque ,ajeve
lo ,lo
han ,oĩ *
visto en la tele ,amonde *  tele _pe
si ,si
el suicida thailandés , suicida thailandés
