las reservas , ñongatupykuéra
fue ,oha'ekuri *
pero ,jepéramo
ayer ,ayer
no desentonó ,no desentonó
la ,la
más ,más
esperanzadora ,esperanzadora
no tiró ,nomomboikuri *
no exhibió sus fuerzas ,no exhibió i_ mbaretekuekuéra
y ,ha
pueden ,oikatu *
las dudas , py'amokõinguéra
de ,de
si ,si
reservó ,oñongatukuri *
o ,térã
de ,de
si ,si
no tuvo ,ndorekoikuri *
fuerzas ,mbaretekuéra
para ,opyta *
más ,más
como ,ha'u *
fueron ,ohokuri *
dos ,dos
de los hombres , avakuéra _gua
primero ,primero
quiso ,oja'ekuri *
demasiado pronto ,demasiado pronto
y ,ha
su ambición ,i_ taryrýi
llevó ,oguerahakuri *
contra ,contra
acabó su sueño ,omombakuri * i_ kerandy
la ,la
recordará su ataque ,omandu'at * i_ rairõ
no pudo ,ndopojáirikuri *
más ,más
y ,ha
llegó ,oguahẽkuri *
un minuto ,un minuto
escapó ,ojehekýikuri *
falta ,falta
de ,de
su capacidad ,i_ ha'eve
y ,ha
su posición ,i_ ñeĩha
la meta , jejapose
hacía ,omba'apomi *
de ,de
gregario ,gregario
y ,ha
para ,ojoko *
su compañero ,iñ_ angírũ
la ,la
el fin , opaha
de ,de
victoria ,victoria
para ,opyta *
desde la madrugada , ko'ẽju guive
de ,de
ayer ,ayer
de el padre , pa'i _gui
de ,de
para ,omombyta *
miles ,miles
de ,de
catalanes ,catalanes
y ,ha
no ,no
catalanes ,catalanes
pero ,jepéramo
crisis ,crisis
políticas ,políticas
encarcelamientos ,encarcelamientos
de ,de
altas ,yvuku
personalidades ,personalidades
y ,ha
sonar ,sonar
y ,ha
voces ,ñe'ẽnguéra
lacrimosas ,lacrimosas
recordaron ,onga'ukuri *
o ,térã
desgarraron ,omondyrykuri *
vestiduras ,aokuéra
todo ,todo
perdido ,perdido
no va ,ndohoi *
misterioso ,herunguã
extraño ,extraño
y ,ha
genial ,arandu
delantero ,delantero
y ,ha
y ,ha
de ,de
prensa ,jopyha
de ,de
y ,ha
de ,de
ante ,ante
la prensa , jopyha
si ,si
hablaba a el mismo tiempo ,omongetami *  ára ae _pe
de ,de
y ,ha
el jugador , ha'ãra
no ,no
sorprendente ,ñeimo'ã'ỹva
en la vida , tekove _pe
como ,añemboapyte *
área ,área
adversaria ,adversaria
la vida es , tembiasa oha'e *
rea ,rea
adversaria ,adversaria
hizo ,ojapokuri *
saber ,pokuaa
quedaba ,opytami *
concentraba ,concentraba
y ,ha
quería ,opotami *
a su lado ,i_ popy _pe
compañero ,irũ
leal ,jeroviaha
y ,ha
en ese día aciago ,upe ára pane _pe
no dejó ,no dejó
de ,de
a el lado , yke _pe
de ,de
ante ,ante
acoso un tanto ,acoso un tanto
desconsiderado ,desconsiderado
entienden ,okumby *
necesidad ,hýi
de ,de
palabras ,ñe'ẽnguéra
y ,ha
está ,oĩ *
uno ,ajoapy *
en el campo , okára _pe
y ,ha
en la calle , guataha _pe
este duro momento ,ko sapy'a tukumbo
y ,ha
si ,si
no ocurre ,ndojehui *
nada ,nada
grave ,pohýi
de ,de
azulgrana ,azulgrana
mañana ,pyharevekue
despierta ,ndokéiva
de ,de
reptil ,reptil
de ,de
gol ,gol
mismo ,ae
un balón ,un balón
serpentea por el césped ,okoni *  kapi'ipe rehe
hasta la red , kyha peve
todo ,todo
para ,omombyta *
los ,los
la ,la
más ,más
bella ,porã
no ,no
la vajilla completa , tembiporu oĩmbáva
ayer ,ayer
recordó ,oromandu'akuri *
viejos ,ymaguare
esplendores ,esplendores
y ,ha
atacaron ,otakykuri *
de ,de
verdad ,añetegua
en el sentido , andu _pe
de ,de
haciendo ,haciendo
de ,de
y ,ha
beneficiado ,beneficiado
de el día , ára _gui
de ,de
tuvo ,oguerekokuri *
desenterró ,oñotỹharakuri *
hacha ,hacha
de ,de
guerra ,ñorairõ
para ,omombyta *
de ,de
la ,la
su segundo puesto ,i_ koty'i segundo
y ,ha
dos ,dos
corredores ,akuã
años ,arajerekuéra
de ,de
diferencia ,moingoe
de ,de
edad ,edad
aparte ,aparte
de ,de
ese tercer lugar ,pe mamoha tercer
y ,ha
es ,oha'e *
más ,más
fácil ,ndahasýi
las piernas , hetymakuéra
en la última semana , arapokõindy última _pe
más ,más
frágiles ,frágiles
ayer ,ayer
oyó ,oyó
en el país , tetã _me
consiguiente ,consiguiente
quiere ,opota *
decir ,decir
yo sigo ,che amuña *
más ,más
noble ,marane'ỹ
tiene ,oreko *
derecho ,yvi
dos ,dos
palabras ,ñe'ẽnguekuéra
es ,oha'e *
de la ruta , ygarape _gua
en su estado ,i_ ñeĩ _me
de ,de
ánimo ,py'a
de ,de
cansancio ,juku'a
físico ,físico
van ,oho *
otros tipos ,otros tipos
de ,de
como ,akaru *
son la separación ,oha'e *  jueja
de su familia ,h_# ogagua _gui
la ,la
falta de el entorno familiar ,oja'yvere *  jere familiar _gua
situaciones ,situaciones
difíciles ,difíciles
sobre ,sobre
todo ,todo
no van ,ndohoi *
bien ,bien
las cosas , ma'ẽrakuéra
de ,de
padre ,ru
plena ,plena
de ,de
cesárea ,cesárea
para su mujer ,ojoko * i_ kuña
es ,oha'e *
duro ,mbarete
de ,de
desde la distancia , mombyrykue guive
los deseos , mba'epotakuéra
de ,de
junto a su esposa ,ambuaty * i_ ména _pe
e ,ha
hijo ,ta'ýra
incrementan ,ombotuichave *
hasta el final , apýra peve
de ,de
la ,la
cómo ,cómo
estará su mujer ,oikot * i_ rembireko
y ,ha
cómo ,cómo
será su hijo ,oha'et * i_ ta'ýra
la espera es , ñeha'arõ oha'e *
dura ,mbarete
y ,ha
la tensión , pyatã
de ,de
ser ,ser
la guardia , mañaha
individual ,individual
y ,ha
uno ,ambojuapy *
lleva su pensamiento ,oraha * i_ temimo'ã
de ,de
acero ,acero
por la fuerza física , mbaretekue física rupi
sino ,sino
la ,la
anímica ,anímica
y ,ha
con su familia ,i_ ñemoñanga ndive
rinde ,ombososo *
no es ,ndoha'ei *
así ,ajapyhykuri *
queda ,queda
en los resultados , tembiapokuekuéra _pe
y ,ha
ve ,ve
privado ,privado
de ,de
lo ,lo
más ,más
bonito ,bonito
a el lado , yke _pe
de su mujer ,i_ tembireko _gui
en el nacimiento , ñesẽ _me
de su hijo ,i_ ra'a _gua
publicitario ,publicitario
crea ,ojapo *
de ,de
todo ,todo
y ,ha
los ,los
de ,de
sufrimiento ,tekoasy
constante ,poguapy
la gloria , jajái
con el departamento , teta'i _ndi
de ,de
marketing ,marketing
de ,de
los objetivos , jejaposekuéra
principio ,ypy
de ,de
temporada ,temporada
toques ,pukuéra
de ,de
atención ,tesareko
a los directores , mburuvichakuéra _pe
de ,de
equipo ,equipo
no ,no
alcanzan los niveles ,opojái *  jojahakuéra
el director deportivo transmite , mburuvicha deportivo ombohasa *
como ,ajepy'ajoko *
si ,si
de un conducto reglamentario ,un conducto reglamentario _gui
en el momento , sapy'a _pe
desmoralizan ,desmoralizan
más ,más
si ,si
cabe ,oja *
no ,no
haber ,haber
cumplido ,cumplido
con su misión ,i_ tembiaporã _ndi
suma a el abrumador cansancio ,opapa *  soso abrumador _pe
físico ,físico
los corredores llegan , ogaguykuéra oguahẽ *
menudo ,sa'i
si ,si
están ,oĩ *
inmersos ,inmersos
o ,térã
si ,si
trata ,trata
otro tipo ,otro tipo
de ,de
publicidad ,momarandu
lleva ,ogueraha *
alrededor ,alrededor
sí ,sí
de ,de
de ,de
colaboradores ,colaboradores
y ,ha
patrocinadores ,patrocinadores
pero ,jepéramo
este año no ha ,ko arajere noĩri *
participación ,ñemomarandu
carreras ,carreras
lo ,lo
de el cambio , jeva _gui
de ,de
fechas ,fechas
de ,de
la ,la
cuenta ,cuenta
las cosas no pueden , mba'ekuéra ndopojáiri *
peor ,vaive
cuanto ,cuanto
a la participación , ñemomarandu _pe
la ,la
de los españoles , karaiñe'ẽnguéra _gua
es ,oha'e *
posible ,ikatúva
gracias ,apoporãmbykuéra
a la diminuta red , kyha michĩmi _pe
neuronal ,neuronal
da ,ombojára *
vida ,jeikove
a su cerebro ,iñ_ apytu'ũ _me
de ,de
ante ,ante
nuevas ,pyahu
situaciones ,situaciones
si ,si
dos ,dos
neuronas ,neuronas
activan a la vez ,activan  jey _pe
ante ,ante
un estímulo ,un estímulo
refuerzan ,omombarete *
es ,oha'e *
probable ,probable
más ,más
fácil ,ndahasýi
nerviosa ,hajygue
lo ,lo
es ,oha'e *
lo ,lo
llama ,tendy
aprendizaje ,aprendizaje
reproducen ,omoñemoña *
de ,de
forma ,ysaja
sexual ,sexual
dos ,dos
de ,de
a el igual , javeve _pe
los ,los
mezclan ,ombojehe'a *
de ,de
dicha ,po'a
combinación ,jopara
características ,características
propias ,tee
sucesivas ,memegua
generaciones ,generaciones
los individuos , mbyakuéra
pueden ,opojái *
a el medio , puru'ã _me
porque ,ajeve
agotan su plazo ,omomba * iñ_ arapa'ũ
de ,de
vida ,tembiasa
presentan ,ogueru *
taras ,meguãnguéra
genéticas ,genéticas
letales ,ojukáva
a la escasez , pokã _me
de ,de
alimento ,je'upy
o ,térã
el nombre , réra
es ,oha'e *
y ,ha
está ,oĩ *
los ,los
y ,ha
de ,de
discos ,discos
de ,de
de ,de
la ,la
de ,de
jóvenes ,mitã
investigadores ,investigadores
y ,ha
estudiantes ,estudiantes
dirige el físico ,osãmbyhy *  hete
este mundo ,ko arapy
existe en el universo ,oime *  arapy _pe
de la pantalla , pejuha _gui
de un ordenador ,un ordenador _gua
y ,ha
sus habitantes son el resultado ,h_# oikóvakuéra oha'e *  tembiapokue
de ,de
complejas ,complejas
lucubraciones ,lucubraciones
matemáticas ,matemáticas
las criaturas tienen , kunumikuéra oguereko *
y ,ha
hechos ,tembiasakuéra
base ,topyta
de ,de
ristras ,apesãnguéra
de ,de
bits ,bits
o ,térã
unidades ,unidades
de ,de
información ,momarandu
la idea , temimo'ã
vida ,tembiasa
animales ,animales
cazadores ,cazadores
y ,ha
presas ,ñemonambi
para ,ojoko *
cómo ,cómo
haber ,haber
de cada tipo ,cada tipo _gui
y ,ha
otros aspectos ecológicos ,otros aspectos ecológicos
de ,de
lo ,lo
más ,más
parecido ,parecido
nuevos ,pyahu
parámetros ,parámetros
como las distintas estaciones de el año ,akaru *  pytahakuéra joavy  arajere _gua
y ,ha
diferentes climas ,diferentes climas
un sistema ecológico ,un sistema ecológico
artificial ,artificial
nada ,nada
sencilla ,jegua'ỹre
depredadores ,depredadores
suelen ,suelen
ser ,ser
inestables ,pyta'i
en el sentido , andu _pe
de ,de
tarde ,tarde
o ,térã
temprano ,temprano
extinguen ,extinguen
acaban con las presas ,omohu'ã *  rekéchokuéra ndive
y ,ha
tanto ,tanto
mueren ,opytupa *
de ,de
hambre ,py'arasy
induce ,induce
la vida , tembiasa
sobre ,sobre
la ,la
de ,de
de ,de
la ,la
de ,de
la ,la
a el igual , javegua _pe
de esta forma ,ko ta'anga _gui
no tienen ,ndoguerekoi *
huesos ,kanguekuéra
y ,ha
seres ,seres
vivos ,katupyry
artificiales ,artificiales
con el nombre , réra _ndi
de ,de
vida ,rembiasakue
artificial ,artificial
o ,térã
como ,akaru *
su meta es ,i_ tu'ã oha'e *
por el hombre , ava rehe
de esta ciencia ,ko emba'ekuaa _gua
es ,oha'e *
organismos ,organismos
sintéticos ,sintéticos
la vida , rembiasakue
no como ,ndeha'ui *
la ,la
conocemos ,jakuaa *
sino ,sino
y ,ha
como ,añemboapyte *
podría ,podría
ser ,ser
de ,de
terrestre ,yvypegua
e ,ha
en los universos artificiales , yvagapykuéra artificiales _pe
definidos ,definidos
de ,de
computación ,computación
desarrolla su labor científica ,omongakuaa * i_ tembiapo científica
y ,ha
expertos ,expertos
computación ,computación
biólogos ,biólogos
y ,ha
otros especialistas trabajan ,otros especialistas omba'apo *
mano ,po
de todo tipo ,todo tipo _gua
de ,de
células ,células
plantas ,ñanakuéra
y ,ha
menudo ,chu'i
comunidades ,comunidades
enteras ,enteras
de ,de
las ,las
más ,más
variopintas ,variopintas
formas ,ta'angakuéra
vivientes ,vivientes
y ,ha
pseudoesferas ,pseudoesferas
de ,de
uranio ,uranio
los físicos eran , tetekuéra oha'emi *
universitarios ,universitarios
de ,de
física ,física
trabajaban ,omba'apomi *
turnos ,hakuéra
de ,de
el turno , ha
de ,de
día ,ára
era ,ára
de la noche , pyhare _gua
ranuras ,pa'ũnguéra
para ,opyta *
de ,de
control ,control
dichas ,vy'akuéra
ranuras ,kuárakuéra
debían ,debían
ser ,ser
fila ,rysýi
fila ,rysýi
varillas ,varillas
de ,de
control ,control
de ,de
láminas ,láminas
de ,de
cadmio ,cadmio
es ,oha'e *
conocido ,conocido
el enorme apetito , vare'a poro'o
de ,de
y ,ha
largas ,puku
tiras ,tiras
de ,de
madera ,yvyra
en la pila , chovi _pe
de ,de
neutrones ,neutrones
para ,ojoko *
cadena ,cadena
medida ,ta'ãha
más ,más
neutrones ,neutrones
estarían ,estarían
disponibles ,disponibles
para ,opyta *
la medicina nuclear , pohanoha nuclear
es ,oha'e *
decir ,decir
el uso , jepokuaa
de ,de
radiaciones ,asãinguéra
ionizantes ,ionizantes
como los rayos ,ajepy'ajoko *  aratirikuéra
o ,térã
como ,ha'u *
medio ,mbytere
de ,de
diagnóstico ,diagnóstico
y ,ha
tratamiento ,tratamiento
médico ,médico
es ,oha'e *
conocida ,conocida
antiguo ,tuja
la llamada era , ñehenói oha'emi *
nuclear ,nuclear
el estallido , mba'epu
atómica ,atómica
más ,más
tarde ,tarde
los rayos , araverakuéra
gamma ,gamma
radionucleidos ,radionucleidos
han ,oĩ *
empleados ,tembiguáikuéra
de ,de
tumores ,akytãnguéra
malignos ,ñaña
aparte ,aparte
de ,de
utilizan ,oporu *
hoy ,ko'ára
de ,de
investigación ,investigación
de ,de
medicina ,pohã
y ,ha
biología ,biología
tanto ,tanto
como ,añemboapyte *
medios ,mbytere
de ,de
diagnóstico ,diagnóstico
relación ,jokuaa
técnicas ,técnicas
de ,de
trazadores ,trazadores
como ,akaru *
gammagrafías ,gammagrafías
y ,ha
estas técnicas ,ã aporekokuéra
basan en la facilidad ,basan  tasy'ỹ _me
puede ,okuaa *
y ,ha
la trayectoria , tembiapoukapy
de ,de
cantidades ,tetakuéra
insignificantes ,kytomi
de un radionucleido ,un radionucleido _gua
través ,través
como ,añemboapyte *
ejemplo ,jechauka
el cuerpo humano , hete humano
dado ,dado
lugar ,tekoha
en los últimos tiempos , árakuéra últimos _pe
desarrollo de un verdadero arsenal ,amongakuaa * un arsenal añete _gua
de ,de
aparatos ,aparatos
de ,de
y ,ha
tratamiento ,tratamiento
terapéutico ,terapéutico
cobalto ,cobalto
o ,térã
la ,la
más ,más
reciente ,ramogua
resonancia ,resonancia
magnética ,magnética
nuclear ,nuclear
completo la forma ,ajapopa *  ysaja
de ,de
y ,ha
de ,de
numerosas ,numerosas
enfermedades ,tasykuéra
menor ,michĩve
medida ,ta'ãha
las radiaciones ionizantes , asãinguéra ionizantes
han ,oime *
empleado ,tembiguái
como ,akaru *
medio ,mbytere
de ,de
esterilización ,esterilización
para ,ojoko *
frente ,tova
plagas ,plagas
de ,de
insectos ,moñáikuéra
y ,ha
en la conservación , ñongatupy _pe
de ,de
alimentos ,je'upykuéra
su gran capacidad para ,i_ ha'eve gran opyta *
y ,ha
la posibilidad , ja
de ,de
de ,de
bacterias ,bacterias
y ,ha
gérmenes ,ñepyrũnguéra
el efecto , ra'ykue
de las radiaciones ionizantes , asãinguéra ionizantes _gua
o ,térã
cualquiera ,oimeraẽva
primer ,primer
lugar ,mamo
de ,de
radiación ,asãi
beta ,beta
o ,térã
gamma ,gamma
primero ,primero
es ,oha'e *
por los tomos , mboapu'ahakuéra rupi
de ,de
helio ,helio
y ,ha
es ,oha'e *
detenido ,detenido
de ,de
papel ,kuatia
de ,de
electrones ,electrones
rápidos ,pya'e
y ,ha
puede ,okatu *
de ,de
aluminio ,aluminio
compuesto ,compuesto
fotones ,fotones
de ,de
penetración ,jeike
no pueden ,ndokatui *
sobre el cuerpo humano , tete humano ári
las radiaciones actúan , asãinguéra omba'apo *
relación ,jokuaa
y ,ha
la ,la
producen ,omoheñói *
ionizaciones ,ionizaciones
y ,ha
excitaciones ,excitaciones
llegan ,oguahẽ *
los enlaces químicos , joajukuéra químicos
constituyen la materia viva ,constituyen  mba'e oikovéva
lugar ,mamo
recombinaciones ,recombinaciones
auténticos ,añetegua
venenos ,porojukahakuéra
de estas reacciones químicas ,ã mbohováikuéra químicas _gui
y ,ha
cambios ,ñembyekoviakuéra
moleculares ,moleculares
desembocan ,desembocan
alteraciones ,alteraciones
metabólicas ,metabólicas
cambios ,jevakuéra
genéticos ,genéticos
inhibiciones ,inhibiciones
funciones ,funciones
e ,ha
incluso ,incluso
muerte ,ñemano
celular ,celular
suelen ,suelen
estos efectos ,ko'ã ra'ykuekuéra
dos ,dos
grupos ,atykuéra
somáticos ,somáticos
y ,ha
genéticos ,genéticos
los ,los
primeros ,primeros
manifiestan ,ho'yta *
forma ,ta'anga
de ,de
lesiones ,lesiones
apreciables ,apreciables
manifiestan ,ho'yta *
como ,ha'u *
alteraciones ,alteraciones
hereditarias ,hereditarias
través ,través
como ,akaru *
eritemas ,eritemas
necrosis ,necrosis
y ,ha
esterilidad ,memby'ỹ
hacen ,omba'apo *
causa ,ypy
efecto ,ra'ykue
tardan ,oare *
incluso ,incluso
años ,arajerekuéra
y ,ha
la relación causa , jokuaa ombojehu *
efecto ,ra'ykue
no es ,ndoha'ei *
de ,de
piel ,api
huesos ,kãnguéra
o ,térã
pulmón ,ñe'ãvevúi
y ,ha
leucemias ,leucemias
probabilidad ,probabilidad
por los tejidos , pyahakuéra rupi
los efectos genéticos , ra'ykuekuéra genéticos
último ,último
son ,pu
consecuencia ,tapykuegua
de ,de
mutaciones ,mutaciones
por la radiación , asãi rehe
comenzó ,oñepyrũkuri *
militar ,militar
y ,ha
por ese camino ,upe tape rehe
continuó ,continuó
cabo ,apy
y ,ha
laboratorios ,laboratorios
nucleares ,nucleares
mantuvieron ,orekokuri *
bajo el manto ,aguy *  akãhoja
y ,ha
la ,la
tutela de el secreto militar ,tutela  ñemiha militar _gua
ha ,oĩ *
la posibilidad , ja
de ,de
más ,más
y ,ha
mejores ,porãve
armas ,pojoapykuéra
nucleares ,nucleares
la bomba atómica comenzó , tembipu atómica omoñepyrũkuri *
un monstruo descomunal ,un monstruo poro'o
y ,ha
de ,de
hidrógeno ,hidrógeno
de ,de
tipo ,tipo
ejemplo ,techapyrã
grande ,guasu
como una locomotora ,ha'u * una locomotora
y ,ha
pesaba ,pesaba
más ,más
de ,de
un ingenio ,un ingenio
de ,de
similar ,similar
poder ,pokatu
destructivo ,destructivo
podría ,podría
ser ,ser
en un simple maletín ,un maletín año _pe
de ,de
viaje ,jeguata
la fiebre armamentista , akãnundu armamentista
por la llamada , ñehenói rupi
guerra ,ñorairõ
fría ,fría
y ,ha
llegaron ,oguahẽkuri *
capacidad ,tembiapokuaa
para ,omombyta *
la ,la
propia ,tee
la sensatez , akãguapy
impuso ,impuso
y ,ha
hoy ,ko'ára
cabezas ,akãnguéra
nucleares ,nucleares
y ,ha
más ,más
presupuestos ,presupuestos
para la solidaridad mundial ,omombyta *  jejopói mundial
los resultados sorprenden , tembiapokuekuéra ombojuruja *
no ,no
propios ,tee
y ,ha
extraños ,extraños
las modernas ciencias , pokuaakuéra ko'ãgagua
y ,ha
caminan en ese sentido ,opykúi * ku andu _pe
y ,ha
centran ,omombyte *
todo ,todo
su empeño ,i_ jepytaso
los principios inmediatos , ypykuéra inmediatos
hacen ,omba'apo *
posible ,ikatúva
o ,térã
de los cabellos , akãraguekuéra _gua
uno ,ambojuaju *
de ,de
los ,los
más ,más
modernos ,ãgagua
tratamientos ,tratamientos
anticalvicie ,anticalvicie
compone ,omuatyrõ *
de ,de
de ,de
líquido ,líquido
protege a los fetos ,omo'ã *  mitãrãnguéra _pe
de ,de
origen ,ypykue
orgánico ,orgánico
llamado ,tenói
pero ,jepéramo
lo ,lo
cierto ,añete
es ,oha'e *
peces ,pirakuéra
e ,ha
invertebrados ,invertebrados
presentan ,ogueru *
netas ,netas
de sus respectivas pieles ,i_ pirekuekuéra respectivas _gua
advierte ,okuaauka *
simple ,ndahasýi
vista ,resa
águila ,taguato
real ,añete
de ,de
cascabel ,cascabel
o ,térã
de ,de
jardín ,yvotyty
tienen ,oreko *
sí ,sí
lo ,lo
refiere a su atuendo ,okuaauka * i_ jegua _pe
de ,de
protección ,ñepytyvõ
frente ,renonde
como ,ha'u *
cometido ,cometido
básico ,básico
para ,omombyta *
la piel , api
presentan ,okuave'ẽ *
hoy ,ko'ára
día ,ára
los animales , tymbakuéra
de ,de
pelo ,hague
no es ,ndoha'ei *
como ,ajepy'ajoko *
la ,la
nos ,nos
es ,oha'e *
más ,más
cercana ,cercana
es ,oha'e *
la ,la
de ,de
recia ,mbarete
pelambre ,pelambre
todo ,todo
su cuerpo ,i_ hete
función ,función
de ,de
atribuciones ,atribuciones
el brazo , jyva
ejemplo ,techauka
presenta el pelo ,okuave'ẽ *  áva
así ,apyhykuri *
agua de la lluvia ,agua  ama _gua
hasta sus manos ,i_ pokuéra peve
y ,ha
sus movimientos usuales ,i_ mýikuéra jepigua
la comunicación puede , momarandu okatu *
su vehículo ,i_ pororeraháva
en la piel , pire _pe
de los animales , tymbakuéra _gua
es ,oha'e *
de ,de
rigor ,rigor
el hombre posee la piel , yvypóra oguereko *  ape
más ,más
más ,más
cercanos ,cercanos
atesora en su piel semejante ,atesora i_ pire joguaha _pe
cúmulo ,cúmulo
de ,de
funciones ,funciones
y ,ha
más ,más
extenso ,extenso
órgano ,órgano
de el cuerpo humano , hete humano _gui
hace ,ojapo *
posible ,ikatúva
a el frío , to'ysã _me
o ,térã
a el calor mediante , jope mediante _pe
de ,de
regulación ,regulación
mayor ,kakuaave
o ,térã
menor ,michĩve
circulación ,syry
sanguínea ,sanguínea
la piel humana puede , apekue humana okuaa *
es ,oha'e *
dúctil ,dúctil
y ,ha
flexible ,rari
y ,ha
diferente ,ojuavýva
espesor ,espesor
de ,de
cinco ,cinco
cienmilímetros ,cienmilímetros
en los párpados , ropepikuéra _pe
los ,los
cinco ,cinco
milímetros ,milímetros
las ,las
plantas de los pies ,pemoñembo'y *  pykuéra _gua
de el firmamento , arapy _gua
contra ,contra
de ,de
tinieblas ,pytũnguéra
de ,de
estrellas ,jasyratakuéra
nos ,nos
muestran ,muestran
apariencias ,tovakuéra
fantasmagóricas ,fantasmagóricas
semejantes ,ñeimo'ãva
nubes ,araikuéra
movidas ,movidas
por el viento , yvytu rehe
llamadas ,ñehenóikuéra
nebulosas ,pytũ
revelan ,omombe'u *
maravillosas ,maravillosas
difuminaciones ,difuminaciones
de ,de
matices ,matices
en las imágenes , ta'angakuéra _pe
gracias ,apoporãmbykuéra
la ,la
más ,más
moderna ,ko'ãgagua
instrumentación ,instrumentación
astronómica ,astronómica
pero ,jepéramo
de ,de
la ,la
como ,ajepy'ajoko *
fascinantes ,fascinantes
objetos ,mba'ekuéra
de ,de
observación ,jehecha
el manantial , ykua
de ,de
fluyen los mundos ,ochivivi *  yvykuéra
pueblan el universo ,pueblan  arapy
infinidad ,infinidad
de ,de
nebulosas ,pytũ
de ,de
colores ,colores
y ,ha
formas ,ta'angakuéra
sorprendentes ,ñeimo'ã'ỹva
relucen ,ojajái *
de ,de
las ,las
más ,más
brillantes ,overáva
y ,ha
grandiosas ,popeno
de ,de
de el mismo nombre , téra ae _gua
de ,de
ha ,oĩ *
dicho ,ñe'enga
es ,oha'e *
la ,la
de el firmamento , yvagapy _gua
a su indiscutible belleza ,i_ porã indiscutible _me
son los dioses de una nueva ,oha'e *  ñandejárakuéra una nueva _gui
el hombre había , kuimba'e oĩmi *
con la posibilidad , ja _ndi
de ,de
vida ,rembiasakue
artificial ,artificial
bielas ,bielas
y ,ha
engranajes ,engranajes
órganos ,órganos
y ,ha
tejidos ,pyahapyrekuéra
de ,de
hospitales ,hospitales
y ,ha
laboratorios ,laboratorios
como ,ajepy'ajoko *
hacía el doctor ,amba'apomi *  pohanohára
un autómata capaz ,un autómata pu'aka
de ,de
no es ,ndoha'ei *
raro ,tapiagua'ỹ
y ,ha
reuniones ,no'õnguéra
de ,de
vida ,tekove
artificial ,artificial
científicos ,científicos
ha ,oĩ *
a el mercado , ñemuha _pe
algunos programas ,algunos programas
como ,akaru *
y ,ha
con las técnicas , aporekokuéra ndive
más ,más
revolucionarias ,revolucionarias
de esta nueva ciencia ,ko pokuaa pyahu _gua
de ,de
ordenador ,ordenador
único ,año
objetivo ,objetivo
es ,oha'e *
o ,térã
criaturas ,mitã'ikuéra
vengan a la imaginación ,vengan  temimo'ã _me
cabo ,apýra
fascinantes ,fascinantes
experimentos ,experimentos
selecciona ,oporavo *
ambientes ,ambientes
ecosistemas ,ecosistemas
y ,ha
comportamientos ,tekokuéra
las plantas , ñanakuéra
y ,ha
animales ,animales
como ,ajepy'ajoko *
ocurre en el mundo real ,ojehu *  yvy añete _pe
resulta ,resulta
de ,de
algoritmos ,algoritmos
genéticos ,genéticos
refiere ,okuaauka *
de ,de
peces ,pirakuéra
la hembra debe , kuña debe
poder ,pokatu
si ,si
pesar ,py'apy
los pájaros , guyrakuéra
de ,de
costa ,tembe'y
sufren ,orasy *
terribles ,jero
pérdidas ,jerokañynguéra
de ,de
huevos ,tupi'akuéra
y ,ha
polluelos ,polluelos
de ,de
pero ,jepéramo
un solo visón ,un visón ha'eño
comió ,okarukuri *
de ,de
la ,la
nidos ,raitykuéra
habían ,oimemi *
fracasado ,javyhára
en una misma temporada ,una temporada ae _pe
de ,de
puesta ,ñemoĩ
el resultado será , tembiapokue oha'et *
encontrarán ,ojuhut *
de ,de
machos ,machos
más ,más
medida ,ta'ã
de ,de
reproducción ,ñemoñare
de los machos , kuimba'ekuéra _gui
quedan ,opyta *
atados ,jokuapykuéra
y ,ha
no pueden ,ndokuaai *
más ,más
responsabilidades ,ariguakuéra
paternales ,paternales
de ,de
adultos ,kakuaagua
machos ,machos
y ,ha
hembras ,hembras
puede ,okuaa *
ser ,ser
igual ,joguaha
la relación , jokuaa
de ,de
hembras ,hembras
disponibles ,disponibles
respecto a los machos ,respecto  kuimba'ekuéra _pe
puede ,okatu *
ser ,ser
de ,de
y ,ha
otros tipos ,otros tipos
de ,de
ave ,guyra
de ,de
las ,las
más ,más
el cambio , jeva
de ,de
papeles ,kuatiakuéra
en las aves , guyrakuéra _pe
de ,de
poliandria ,poliandria
clásica ,clásica
las hembras , kuñanguéra
de ,de
mayor ,kakuaa
tamaño ,tamaño
los machos , kuimba'ekuéra
para ,opyta *
huevos ,rupi'akuéra
grandes ,kakuaa
evolucionan ,evolucionan
para ,ojoko *
ser ,ser
mayores ,kakuaa
y ,ha
así ,apyhykuri *
poder ,katu
las ,las
de ,de
paso ,paso
a los machos , kuimba'ekuéra _pe
la hembra es , kuña oha'e *
lo ,lo
tanto ,tanto
hace la corte ,omba'apo *  pehẽ'ã
de ,de
lo ,lo
de ,de
las ,las
especies ,especies
de ,de
aves ,guyrakuéra
costeras ,costeras
la mayor parte vive , mboja'opy kakuaa oiko *
latitudes ,latitudes
altas ,puku
de ,de
reproducción ,ñemoñare
es ,oha'e *
corta ,mbyky
y ,ha
no deja ,no deja
tiempo ,ára
para ,omombyta *
una segunda nidada ,una nidada segunda
de ,de
especies ,especies
habita ,oĩ *
climas ,climas
tropicales ,tropicales
o ,térã
como ,akaru *
las ,las
es ,oha'e *
más ,más
fácil ,ndahasýi
de ,de
poliandria ,poliandria
cooperativa ,cooperativa
diferente ,ojuavýva
de ,de
la ,la
clásica ,clásica
junto ,junto
especies ,especies
más ,más
de ,de
