las reservas , ñongatupykuéra
encabeza el comandante ,omoñepyrũ *  mburuvicha
de ,de
puntos ,puntos
la ,la
exige el fin de la ley marcial ,exige  opaha  tembiapoukapy marcial _gua
y ,ha
concreto ,concreto
uno ,ambojuaju *
de ,de
mayo ,mayo
tiene ,oreko *
el mandato , tembiapoukapy
de el pueblo , táva _gui
la fuente , ña'ẽmbe
de ,de
pondrán ,omoĩt *
sobre ,sobre
la ,la
y ,ha
tendrá ,orekot *
lugar ,tekoha
su liberación ,i_ jora
de ,de
de el presidente , mburuvicha _gui
pasado ,pasado
éxito ,éxito
una nueva constitución ,una constitución pyahu
y ,ha
elecciones ,jeporavokuéra
de ,de
a el gobierno democrático , tekuái democrático _pe
de el presidente , mburuvicha _gui
y ,ha
por su parte ,i_ pehẽngue _re
condenado ,condenado
y ,ha
países ,tetãnguéra
como ,ha'u *
y ,ha
nueva ,nueva
están a la espera ,oiko *  ta'arõ _me
de ,de
liberados ,liberados
para ,ojoko *
sanciones ,ñembyepotikuéra
contra ,contra
la senda , guataha
israelí ,israelí
llegó ,oguahẽkuri *
hoy ,ko'ára
jueves ,jueves
entrevistará con el presidente estadounidense ,oñomongetat *  mburuvicha estadounidense _ndi
para esta noche ,omombyta * ko pyhare
segunda ,segunda
etapa ,ararasa
de el viaje , jeguata _gua
de el gobernante estadounidense , tendota estadounidense _gui
de ,de
de ,de
aterrizó ,oguejykuri *
las ,las
hora ,hora
local ,óga
en la base aérea , ropyta aérea _pe
de ,de
de ,de
israelí ,israelí
partió ,omboja'okuri *
medio ,ku'a
de ,de
fuertes ,fuertes
medidas ,ta'ãhakuéra
de ,de
seguridad ,kyhyje'ỹ
de ,de
el consejo europeo , ñemoñe'ẽ europeo
entrevistará ,oñomongetat *
los nuevos pasos , guatakuéra pyahu
de ,de
paz ,ñorairõ'ỹ
en el oriente medio , kuarahysẽha mbytere _pe
de ,de
así ,apyhykuri *
de la autoridad palestina , mburuvicha palestina _gua
encuentra ,ojohu *
pasado ,pasado
conversó ,oñomongetakuri *
teléfono ,teléfono
ayer ,ayer
con el presidente , mburuvicha ndive
de la autoridad nacional , mburuvicha nacional _gua
palestina ,palestina
de ,de
las ,las
domingo ,domingo
ha ,oĩ *
revuelto ,revuelto
invitado ,invitado
de ,de
piedra ,ita
el presidente , mburuvicha
de ,de
está ,oime *
más ,más
de ,de
millones ,millones
de ,de
mexicanos ,mexicanos
para ,ojoko *
de ,de
de ,de
julio ,julio
de ,de
los ,los
de ,de
y ,ha
por el cambio , jeva rupi
tienen ,oguereko *
mayores ,mayores
posibilidades ,jakuéra
de ,de
las elecciones , poravohakuéra
de ,de
opinión ,ñeimo'ã
meses ,jasykuéra
líder ,líder
de el partido , ñembosarái _gua
de la revolución democrática , mbojere democrática _gua
tercera ,tercera
vez ,jevy
aparece ,osẽ *
de ,de
tercero ,tercero
en las intenciones , potakuéra _pe
de ,de
votos ,poravokuéra
candidatos ,candidatos
apenas ,pepy'apy *
superan ,superan
dos ,dos
ciento ,ciento
la campaña , okára
ha ,oĩ *
desarrollado ,desarrollado
incidentes ,incidentes
de ,de
programa de las naciones ,programa  tetãnguéra _gua
para la observación electoral ,omombyta *  jehecha electoral
lunes ,lunes
la compra , mba'eñemu
y ,ha
los obstáculos , jokohakuéra
a el libre voto , poravo sãso _pe
son los temas ,oha'e *  ñe'ẽmbyrãnguéra
más ,más
preocupan a los observadores extranjeros ,omoangata *  ma'ẽhakuéra ñande'ỹva _pe
los observadores temen , ma'ẽhakuéra opy'amirĩ *
y ,ha
la compra , tembijogua
o ,térã
coacción ,coacción
de el voto , poravo _gua
favor ,ñepytyvõ
de ,de
es ,oha'e *
para las elecciones ,opyta *  poravokuéra
espera la llegada ,ojerovia *  ñeguahẽ
de ,de
más ,más
de ,de
observadores ,ma'ẽhakuéra
extranjeros ,extranjeros
de ,de
lo ,lo
meses ,jasykuéra
de la campaña política , okára política _gua
han ,oime *
estado ,tetã
insultos ,ñe'ẽ'apikuéra
personales ,personales
y ,ha
fox ,fox
han ,oĩ *
dicho ,ñe'enga
papas ,yvy'akuéra
fritas ,fritas
producto ,tembiapokue
chatarra ,chatarra
de ,de
palabras ,ñe'ẽnguéra
ha ,oime *
entretenido ,entretenido
a muchos mexicanos ,muchos mexicanos _pe
exigen ,exigen
vez ,jevy
de ,de
de ,de
gobierno ,porukái
caso ,caso
de ,de
analistas ,analistas
locales ,ógakuéra
había ,oĩmi *
sentido ,andu
el fantasma , angue
de la oposición , ñembohovái _gua
la ,la
residencia de los pinos ,residencia  kurí'ykuéra _gui
si ,si
logra una alianza sólida ,logra una alianza mbarete
pero ,jepéramo
candidato ,candidato
de ,de
esta semana ,ko arapokõindy
no hará ninguna alianza ,nomba'apoit * ninguna alianza
fox ,fox
frases ,frases
duras en los últimos días ,peare *  árakuéra últimos _pe
lunes ,lunes
no insistirá ,ndotu'uit *
de el poder , katu _gua
y ,ha
de ,de
nexos ,ñeñapytĩnguéra
de ,de
abril ,abril
pasado ,pasado
candidatos ,candidatos
nivel ,jojaha
de ,de
opinión ,ñeimo'ã
fue ,oha'ekuri *
ganado ,tymba
fox ,fox
de ,de
mayo ,mayo
pero ,jepéramo
con la participación , jeike ndive
de ,de
fox ,fox
y ,ha
lo ,lo
ganó ,ganó
fox ,fox
empresas ,empresas
consultoras ,consultoras
profesionales ,profesionales
de ,de
prensa ,jopyha
y ,ha
los ,los
declararon ,declararon
ganadores ,ganadores
igual ,javeve
